TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
SM01409	RNA_pol_Rpb6	0.00381027460250147	-5.57005401829338	1	1	0.0344827586206897	29	7611	436817	polr2f
SM01313	Sec3-PIP2_bind	0.0076065297977926	-4.878748216657	2	1	0.0344827586206897	29	7611	100002110	stxbp6l
SM00921	MHC_II_beta	0.0076065297977926	-4.878748216657	2	1	0.0344827586206897	29	7611	326022	si:ch73-158p21.3
SM01041	BRO1	0.0151571807846872	-4.18928088013214	4	1	0.0344827586206897	29	7611	321330	rhpn2
SM00679	CTNS	0.0189116755601803	-3.96797579314141	5	1	0.0344827586206897	29	7611	415220	mpdu1b
SM00549	TAFH	0.0189116755601803	-3.96797579314141	5	1	0.0344827586206897	29	7611	767809	runx1t1
SM00338	BRLZ	0.0244254751667563	-3.71212862712762	64	2	0.0689655172413793	29	7611	492346,436766	fosb,jdp2b
SM00742	Hr1	0.0263792498684724	-3.63517756771241	7	1	0.0344827586206897	29	7611	321330	rhpn2
SM01198	FBA	0.0337919301500815	-3.38753325795536	9	1	0.0344827586206897	29	7611	570101	zgc:173570
SM00387	HATPase_c	0.0374778067653832	-3.28400634078989	10	1	0.0344827586206897	29	7611	794083	pdk2a
SM01017	Arrestin_C	0.0411501056214057	-3.19052878512102	11	1	0.0344827586206897	29	7611	335206	arrdc2
SM00414	H2A	0.0448088749559763	-3.10534905748485	12	1	0.0344827586206897	29	7611	100003969	zgc:165551
SM00511	ORANGE	0.0484541628387936	-3.02713702403096	13	1	0.0344827586206897	29	7611	323656	her8a
SM00252	SH2	0.0493817904995095	-3.00817353611312	94	2	0.0689655172413793	29	7611	557176,406311	pik3r1,pik3r3a
SM00407	IGc1	0.0520860171784478	-2.95485875053515	14	1	0.0344827586206897	29	7611	326022	si:ch73-158p21.3
SM00208	TNFR	0.0629014555578164	-2.7661859747197	17	1	0.0344827586206897	29	7611	100333821	tnfrsf11a
SM00293	PWWP	0.0771368482664164	-2.56217418435569	21	1	0.0344827586206897	29	7611	553189	dnmt3ab
SM00091	PAS	0.0946376689408398	-2.35769969041797	26	1	0.0344827586206897	29	7611	724016	npas4a
SM00339	FH	0.125334934064949	-2.07676565254711	35	1	0.0344827586206897	29	7611	405850	foxg1b
SM00248	ANK	0.136238180805725	-1.99335059558147	170	2	0.0689655172413793	29	7611	553808,323099	ankrd45,nfkbiab
SM00256	FBOX	0.138653298186456	-1.97577871934568	39	1	0.0344827586206897	29	7611	570101	zgc:173570
SM00129	KISc	0.141952169598535	-1.95226511193526	40	1	0.0344827586206897	29	7611	100149555	stard9
SM00271	DnaJ	0.174276998629865	-1.74710929942201	50	1	0.0344827586206897	29	7611	641576	zgc:122979
SM00399	ZnF_C4	0.186874935626663	-1.67731567930995	54	1	0.0344827586206897	29	7611	402815	nr1d2a
SM00430	HOLI	0.189995304405228	-1.66075592078373	55	1	0.0344827586206897	29	7611	402815	nr1d2a
SM00324	RhoGAP	0.229522762416828	-1.47175307175568	68	1	0.0344827586206897	29	7611	557176	pik3r1
SM00353	HLH	0.278410908961558	-1.27865716680121	85	1	0.0344827586206897	29	7611	323656	her8a
SM00028	TPR	0.283961573693965	-1.25891635386982	87	1	0.0344827586206897	29	7611	368924	fkbp5
SM01381	7TM_GPCR_Srsx	0.303066101717854	-1.19380433978098	94	1	0.0344827586206897	29	7611	100037315	adrb2b
SM00220	S_TKc	0.371342250527481	-0.990631133463519	338	2	0.0689655172413793	29	7611	568412,334202	si:ch211-45c16.2,plk3
SM00228	PDZ	0.419169887629499	-0.869478981500312	141	1	0.0344827586206897	29	7611	321330	rhpn2
SM00326	SH3	0.524002407749109	-0.646258999730605	192	1	0.0344827586206897	29	7611	557176	pik3r1
SM00355	ZnF_C2H2	0.850565975612385	-0.16185329741834	482	1	0.0344827586206897	29	7611	565869	klf9
SM00612	Kelch	0.999999999986787	-1.32127205396434e-11	45	0	0	29	7611
SM00589	PRY	0.999999999986787	-1.32127205396434e-11	45	0	0	29	7611
SM00297	BROMO	0.999999999986978	-1.3022343175618e-11	40	0	0	29	7611
SM00209	TSP1	0.999999999986978	-1.3022343175618e-11	40	0	0	29	7611
SM00361	RRM_1	0.999999999989489	-1.05111182403719e-11	25	0	0	29	7611
SM00204	TGFB	0.999999999989489	-1.05111182403719e-11	25	0	0	29	7611
SM00397	t_SNARE	0.999999999989489	-1.05111182403719e-11	25	0	0	29	7611
SM00558	JmjC	0.999999999989489	-1.05111182403719e-11	25	0	0	29	7611
SM00020	Tryp_SPc	0.999999999989489	-1.05111182403719e-11	25	0	0	29	7611
SM00112	CA	0.999999999991232	-8.7676998354149e-12	76	0	0	29	7611
SM00727	STI1	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00907	GDNF	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00391	MBD	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00544	MA3	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00631	Zn_pept	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00187	INB	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00809	Alpha_adaptinC2	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00479	EXOIII	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00614	ZnF_BED	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00128	IPPc	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00591	RWD	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00394	RIIa	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00432	MADS	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00144	PI3K_rbd	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00715	LA	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00562	NDK	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM01242	Integrin_B_tail	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM01109	CUT	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00889	EFG_IV	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00582	RPR	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00258	SAND	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00153	VHP	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00540	LEM	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00729	Elp3	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM00099	btg1	0.999999999992341	-7.65898398688905e-12	7	0	0	29	7611
SM01394	S_100	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00348	IRF	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00167	VPS9	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00506	A1pp	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00351	PAX	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM01388	Mob1_phocein	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM01190	EMP24_GP25L	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00884	Cullin_Nedd8	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00515	eIF5C	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM01100	CRAL_TRIO_N	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00561	MBT	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
SM00548	IRO	0.999999999992449	-7.55090999017833e-12	8	0	0	29	7611
