ID_REF	VALUE
7892501	2.458
7892502	4.480
7892503	2.513
7892504	8.654
7892505	2.656
7892506	2.867
7892507	3.581
7892508	6.569
7892509	9.283
7892510	3.071
7892511	4.530
7892512	5.540
7892513	3.158
7892514	9.656
7892515	8.793
7892516	2.120
7892517	6.487
7892518	3.746
7892519	3.352
7892520	7.893
7892521	8.453
7892522	6.394
7892524	5.980
7892525	4.818
7892526	5.514
7892527	7.530
7892528	2.500
7892529	4.736
7892530	7.208
7892531	6.549
7892532	3.797
7892533	6.791
7892534	6.227
7892535	5.857
7892536	9.952
7892537	3.542
7892538	4.894
7892539	5.480
7892540	5.293
7892541	9.262
7892542	8.376
7892543	5.042
7892544	3.518
7892545	3.959
7892547	3.202
7892548	7.754
7892549	5.139
7892550	5.647
7892551	10.093
7892552	4.185
7892553	5.077
7892554	3.210
7892555	7.322
7892556	11.729
7892557	2.641
7892558	3.490
7892559	5.490
7892560	4.191
7892561	9.974
7892562	7.053
7892563	5.859
7892564	9.134
7892565	5.190
7892566	3.051
7892567	5.498
7892568	10.424
7892569	8.504
7892570	6.132
7892571	3.251
7892572	7.287
7892573	5.469
7892574	9.842
7892575	6.068
7892576	4.761
7892577	2.417
7892578	4.018
7892579	8.415
7892580	2.512
7892581	4.922
7892582	3.482
7892583	3.745
7892584	4.928
7892585	3.822
7892586	2.668
7892587	4.815
7892588	2.496
7892589	6.525
7892590	2.766
7892591	3.222
7892592	5.293
7892593	3.268
7892594	2.765
7892595	4.122
7892596	3.789
7892597	4.596
7892598	9.446
7892599	9.120
7892600	2.144
7892601	3.727
7892602	2.921
7892603	3.179
7892604	3.548
7892605	8.465
7892606	11.167
7892608	7.706
7892609	3.782
7892610	3.786
7892611	2.077
7892612	2.644
7892613	8.964
7892614	3.296
7892615	3.927
7892616	1.961
7892617	11.668
7892618	5.709
7892619	2.753
7892620	11.113
7892621	11.615
7892622	9.228
7892623	9.574
7892624	2.971
7892625	5.626
7892626	3.286
7892627	5.592
7892628	7.736
7892629	3.524
7892630	9.237
7892631	2.362
7892632	4.581
7892633	7.466
7892634	7.655
7892635	6.333
7892636	7.546
7892637	6.855
7892638	2.127
7892639	8.730
7892640	11.258
7892641	4.980
7892642	8.367
7892643	6.822
7892644	7.234
7892645	2.351
7892646	2.025
7892647	6.376
7892648	8.922
7892649	4.137
7892650	11.392
7892651	2.845
7892652	10.266
7892653	2.313
7892654	8.800
7892655	2.503
7892656	2.986
7892657	2.223
7892658	2.725
7892659	2.829
7892660	1.722
7892661	9.179
7892662	8.943
7892663	10.933
7892664	6.307
7892665	5.505
7892666	2.496
7892667	6.624
7892668	10.764
7892669	6.079
7892670	6.975
7892671	5.286
7892672	5.579
7892673	4.484
7892674	6.771
7892675	6.647
7892676	3.791
7892677	9.666
7892678	6.962
7892679	5.517
7892680	8.453
7892681	6.495
7892682	2.872
7892683	4.094
7892684	9.224
7892685	4.682
7892686	5.929
7892687	3.325
7892688	7.271
7892689	3.507
7892690	2.806
7892691	1.926
7892692	7.968
7892693	5.751
7892694	6.779
7892695	5.302
7892696	5.264
7892697	5.410
7892698	2.058
7892699	6.067
7892700	4.582
7892701	10.760
7892702	4.045
