ID_REF	VALUE
7892501	2.475
7892502	3.142
7892503	2.952
7892504	8.992
7892505	2.686
7892506	3.226
7892507	3.422
7892508	6.595
7892509	11.246
7892510	4.632
7892511	4.635
7892512	5.266
7892513	3.176
7892514	10.294
7892515	8.826
7892516	2.244
7892517	7.946
7892518	3.207
7892519	3.555
7892520	7.856
7892521	8.470
7892522	6.258
7892524	6.307
7892525	4.962
7892526	5.424
7892527	7.184
7892528	2.098
7892529	4.342
7892530	7.188
7892531	5.915
7892532	5.107
7892533	7.097
7892534	5.852
7892535	4.739
7892536	9.392
7892537	3.344
7892538	4.315
7892539	4.249
7892540	5.183
7892541	9.163
7892542	8.076
7892543	5.379
7892544	4.398
7892545	5.084
7892547	3.375
7892548	8.121
7892549	6.200
7892550	5.372
7892551	9.566
7892552	4.320
7892553	4.588
7892554	3.450
7892555	6.382
7892556	11.635
7892557	2.957
7892558	4.155
7892559	5.646
7892560	2.943
7892561	10.320
7892562	7.315
7892563	5.912
7892564	9.943
7892565	5.891
7892566	4.507
7892567	5.172
7892568	9.285
7892569	8.856
7892570	5.880
7892571	3.256
7892572	6.989
7892573	3.684
7892574	9.682
7892575	5.547
7892576	5.068
7892577	2.303
7892578	3.994
7892579	7.812
7892580	3.850
7892581	3.761
7892582	3.192
7892583	3.753
7892584	4.761
7892585	4.444
7892586	2.488
7892587	3.797
7892588	2.098
7892589	6.775
7892590	3.143
7892591	2.642
7892592	6.292
7892593	3.376
7892594	2.900
7892595	4.050
7892596	3.912
7892597	4.494
7892598	9.489
7892599	9.038
7892600	2.199
7892601	3.868
7892602	2.720
7892603	2.581
7892604	4.391
7892605	8.216
7892606	10.535
7892608	6.844
7892609	2.535
7892610	5.687
7892611	2.597
7892612	2.581
7892613	8.890
7892614	3.378
7892615	5.054
7892616	1.938
7892617	12.114
7892618	6.013
7892619	3.043
7892620	11.282
7892621	11.713
7892622	9.039
7892623	9.520
7892624	3.249
7892625	5.744
7892626	2.563
7892627	5.968
7892628	6.901
7892629	3.903
7892630	9.368
7892631	2.135
7892632	4.480
7892633	8.704
7892634	7.391
7892635	6.014
7892636	8.472
7892637	6.138
7892638	2.046
7892639	8.945
7892640	11.142
7892641	5.188
7892642	7.762
7892643	7.350
7892644	7.356
7892645	2.512
7892646	1.940
7892647	5.854
7892648	8.609
7892649	3.668
7892650	11.394
7892651	2.917
7892652	12.185
7892653	2.796
7892654	9.805
7892655	2.806
7892656	3.076
7892657	2.000
7892658	2.287
7892659	3.895
7892660	1.943
7892661	9.459
7892662	9.186
7892663	11.177
7892664	4.848
7892665	5.542
7892666	4.619
7892667	6.621
7892668	10.529
7892669	6.078
7892670	6.553
7892671	6.114
7892672	4.216
7892673	4.435
7892674	5.924
7892675	6.486
7892676	2.412
7892677	9.117
7892678	6.386
7892679	4.636
7892680	8.293
7892681	6.975
7892682	2.904
7892683	3.014
7892684	9.066
7892685	4.176
7892686	5.982
7892687	3.862
7892688	8.999
7892689	3.138
7892690	2.502
7892691	2.837
7892692	7.527
7892693	6.690
7892694	6.731
7892695	4.788
7892696	5.446
7892697	6.280
7892698	2.077
7892699	5.260
7892700	4.991
7892701	10.878
7892702	4.003
7892703	6.452
7892704	12.274
7892705	7.176
7892706	7.653
7892707	8.935
7892708	4.596
7892709	3.254
7892710	2.679
7892711	5.171
7892712	8.140
7892713	9.155
7892714	2.621
7892715	3.199
7892716	3.993
7892717	3.115
7892718	3.505
7892719	8.131
7892720	6.513
7892721	6.825
7892722	1.790
7892723	2.110
7892724	4.955
7892725	3.828
7892726	2.904
7892727	3.468
7892728	3.420
7892729	4.276
7892730	3.670
7892731	5.846
7892732	4.466
7892733	3.284
7892734	5.776
7892735	4.493
7892736	3.501
7892737	3.422
7892738	7.578
7892739	4.776
7892740	3.861
7892741	7.228
7892742	8.127
7892743	2.671
7892744	7.484
7892745	6.940
7892746	3.332
7892747	6.464
7892748	8.231
7892749	7.462
7892750	4.553
7892751	7.197
7892752	2.708
7892753	12.100
7892754	4.623
7892755	2.948
7892756	2.062
7892757	7.125
7892758	4.916
7892759	6.009
7892760	4.019
7892761	4.422
7892762	11.609
7892763	7.404
7892764	10.062
7892765	7.820
7892766	10.378
7892767	2.711
7892768	2.708
7892769	2.936
7892770	11.032
7892771	8.748
7892772	4.158
7892773	6.631
7892774	8.302
7892775	6.100
7892776	9.396
7892777	3.379
7892778	5.925
7892779	5.011
7892780	4.724
7892781	3.040
7892782	10.286
7892783	8.687
7892784	4.434
7892785	3.062
7892786	8.174
7892787	4.113
7892788	9.336
7892789	4.913
7892790	2.972
7892791	10.066
7892792	4.928
7892793	4.467
7892794	4.102
7892795	5.126
7892796	11.846
7892797	6.206
7892798	3.045
7892799	3.325
7892800	2.267
7892801	3.160
7892802	9.480
7892803	11.189
7892804	4.028
7892805	3.066
7892806	2.255
7892807	4.794
7892808	8.605
7892809	3.470
7892810	4.106
7892811	2.705
7892812	4.780
7892813	2.665
7892814	8.727
7892815	2.421
7892816	7.803
7892817	12.334
7892818	2.118
7892819	2.393
7892820	9.038
7892821	2.435
7892822	3.671
7892823	5.805
7892824	7.691
7892825	2.964
7892826	7.614
7892827	10.730
7892828	3.300
7892829	11.135
7892830	9.967
7892831	8.926
7892832	6.974
7892833	2.575
7892834	4.052
