ID_REF	VALUE
7892501	2.809
7892502	3.491
7892503	2.762
7892504	8.898
7892505	3.035
7892506	2.712
7892507	3.985
7892508	6.418
7892509	10.676
7892510	3.778
7892511	4.246
7892512	4.996
7892513	3.969
7892514	10.013
7892515	8.955
7892516	2.469
7892517	6.948
7892518	2.821
7892519	3.816
7892520	8.170
7892521	7.901
7892522	6.153
7892524	6.012
7892525	4.340
7892526	4.715
7892527	7.155
7892528	2.292
7892529	4.573
7892530	7.033
7892531	6.292
7892532	4.281
7892533	7.465
7892534	5.838
7892535	5.890
7892536	9.344
7892537	3.766
7892538	4.679
7892539	5.523
7892540	4.099
7892541	9.217
7892542	8.165
7892543	5.146
7892544	4.306
7892545	5.191
7892547	3.768
7892548	7.697
7892549	5.632
7892550	5.042
7892551	9.971
7892552	4.441
7892553	4.092
7892554	3.514
7892555	7.229
7892556	11.572
7892557	2.686
7892558	3.347
7892559	5.119
7892560	4.252
7892561	10.218
7892562	7.004
7892563	5.680
7892564	9.374
7892565	5.515
7892566	4.131
7892567	5.388
7892568	9.900
7892569	8.778
7892570	5.281
7892571	3.481
7892572	6.351
7892573	5.120
7892574	9.751
7892575	6.320
7892576	4.005
7892577	3.352
7892578	4.316
7892579	7.425
7892580	3.515
7892581	4.840
7892582	2.944
7892583	3.730
7892584	5.001
7892585	3.751
7892586	2.589
7892587	4.454
7892588	2.437
7892589	6.243
7892590	3.166
7892591	2.526
7892592	5.752
7892593	3.249
7892594	3.600
7892595	4.089
7892596	3.734
7892597	4.391
7892598	9.507
7892599	9.099
7892600	2.315
7892601	3.716
7892602	3.074
7892603	3.735
7892604	3.630
7892605	8.555
7892606	11.036
7892608	7.522
7892609	5.171
7892610	5.096
7892611	2.296
7892612	2.715
7892613	9.065
7892614	3.338
7892615	4.246
7892616	2.019
7892617	12.235
7892618	5.918
7892619	3.081
7892620	11.107
7892621	11.463
7892622	9.396
7892623	9.209
7892624	3.773
7892625	6.004
7892626	2.925
7892627	5.951
7892628	7.555
7892629	3.819
7892630	9.080
7892631	2.271
7892632	4.941
7892633	7.888
7892634	7.792
7892635	6.305
7892636	8.309
7892637	6.569
7892638	2.192
7892639	8.470
7892640	11.234
7892641	4.302
7892642	8.057
7892643	7.369
7892644	7.439
7892645	2.607
7892646	1.983
7892647	5.757
7892648	8.723
7892649	3.959
7892650	10.739
7892651	2.671
7892652	11.115
7892653	2.353
7892654	9.519
7892655	2.200
7892656	2.568
7892657	1.936
7892658	2.248
7892659	3.238
7892660	2.067
7892661	9.301
7892662	8.986
7892663	11.317
7892664	5.391
7892665	5.594
7892666	2.566
7892667	7.251
7892668	10.482
7892669	6.039
7892670	6.744
7892671	5.382
7892672	4.954
7892673	4.387
7892674	6.882
7892675	6.334
7892676	2.847
7892677	9.790
7892678	6.894
7892679	4.835
7892680	7.748
7892681	6.413
7892682	2.446
7892683	4.429
7892684	9.223
7892685	3.944
7892686	5.743
7892687	4.305
7892688	8.544
7892689	3.181
7892690	3.149
7892691	2.358
7892692	7.402
7892693	6.860
7892694	6.467
7892695	4.754
7892696	5.070
7892697	5.671
7892698	2.099
7892699	5.589
7892700	4.620
7892701	10.899
7892702	3.836
7892703	6.275
7892704	12.222
7892705	6.651
7892706	7.357
7892707	8.537
7892708	4.256
7892709	2.728
7892710	2.832
7892711	5.625
7892712	8.152
7892713	9.337
7892714	2.726
7892715	2.840
7892716	4.206
7892717	4.606
7892718	3.331
7892719	8.124
7892720	6.009
7892721	7.089
7892722	1.928
7892723	3.104
7892724	3.839
7892725	3.718
7892726	2.722
7892727	3.890
7892728	3.398
7892729	5.111
7892730	2.997
7892731	5.897
7892732	5.494
7892733	2.645
7892734	6.107
7892735	4.867
7892736	3.987
7892737	3.479
7892738	8.035
7892739	4.681
7892740	3.132
7892741	6.743
7892742	8.286
7892743	2.417
7892744	6.811
7892745	6.942
7892746	2.820
7892747	6.456
7892748	8.695
7892749	5.754
7892750	3.898
7892751	7.216
7892752	2.034
7892753	12.420
7892754	3.982
7892755	3.918
7892756	2.083
7892757	7.093
7892758	4.816
7892759	5.850
7892760	3.718
7892761	4.738
7892762	11.573
7892763	7.382
7892764	9.590
7892765	8.137
7892766	10.427
7892767	2.741
7892768	2.808
7892769	2.140
7892770	10.509
7892771	8.887
7892772	4.133
7892773	6.417
7892774	6.050
7892775	6.298
7892776	9.481
7892777	3.416
7892778	5.648
7892779	5.610
7892780	4.545
7892781	2.817
7892782	10.740
7892783	8.624
7892784	4.599
7892785	3.725
7892786	7.912
7892787	3.464
7892788	9.298
7892789	5.200
7892790	2.323
7892791	10.048
7892792	4.946
7892793	3.980
7892794	4.632
7892795	4.915
7892796	12.224
7892797	6.191
7892798	3.827
7892799	3.078
7892800	2.539
7892801	3.694
7892802	9.638
7892803	10.672
7892804	4.179
7892805	2.741
7892806	2.167
7892807	5.112
7892808	8.372
7892809	3.381
7892810	4.026
7892811	2.762
7892812	5.528
7892813	2.999
7892814	8.881
7892815	2.429
7892816	7.961
7892817	12.223
7892818	2.498
7892819	3.681
7892820	8.188
7892821	2.172
7892822	3.511
7892823	4.636
7892824	7.832
7892825	3.011
7892826	7.070
7892827	11.121
7892828	2.506
7892829	11.330
7892830	9.887
7892831	8.874
7892832	6.854
7892833	2.918
7892834	4.114
7892835	10.359
7892836	10.382
7892837	9.706
7892838	8.850
7892839	2.175
7892840	6.459
7892841	8.315
7892842	3.208
7892843	5.013
7892844	2.518
7892845	6.416
7892846	11.970
7892847	7.778
7892848	8.607
7892849	2.588
7892850	7.210
7892851	5.009
7892852	4.751
7892853	9.884
