ID_REF	VALUE
7892501	2.727
7892502	3.864
7892503	2.969
7892504	8.529
7892505	2.438
7892506	2.996
7892507	4.151
7892508	6.239
7892509	10.099
7892510	3.963
7892511	3.837
7892512	5.248
7892513	3.092
7892514	9.597
7892515	8.865
7892516	2.216
7892517	6.645
7892518	3.048
7892519	3.926
7892520	7.982
7892521	7.878
7892522	6.163
7892524	5.942
7892525	4.437
7892526	5.116
7892527	7.612
7892528	2.165
7892529	5.134
7892530	7.181
7892531	7.178
7892532	4.470
7892533	7.394
7892534	5.988
7892535	4.936
7892536	9.539
7892537	3.684
7892538	4.962
7892539	6.065
7892540	4.812
7892541	9.339
7892542	8.278
7892543	5.391
7892544	4.464
7892545	4.268
7892547	3.721
7892548	7.639
7892549	5.720
7892550	5.769
7892551	9.613
7892552	4.051
7892553	3.856
7892554	3.520
7892555	7.735
7892556	11.695
7892557	2.509
7892558	3.307
7892559	4.925
7892560	3.791
7892561	9.896
7892562	7.248
7892563	5.525
7892564	9.328
7892565	5.015
7892566	4.011
7892567	5.667
7892568	9.541
7892569	9.151
7892570	5.187
7892571	2.359
7892572	6.617
7892573	4.472
7892574	9.632
7892575	6.538
7892576	5.162
7892577	2.755
7892578	4.356
7892579	8.291
7892580	3.037
7892581	4.873
7892582	3.052
7892583	3.612
7892584	4.686
7892585	3.697
7892586	2.468
7892587	4.509
7892588	2.135
7892589	6.370
7892590	2.920
7892591	2.753
7892592	4.878
7892593	3.583
7892594	3.015
7892595	4.179
7892596	3.508
7892597	4.611
7892598	9.123
7892599	9.270
7892600	2.535
7892601	3.731
7892602	3.132
7892603	3.428
7892604	4.541
7892605	8.443
7892606	10.606
7892608	7.260
7892609	4.059
7892610	5.050
7892611	2.245
7892612	2.389
7892613	9.022
7892614	4.385
7892615	3.958
7892616	2.049
7892617	12.075
7892618	6.118
7892619	3.387
7892620	11.130
7892621	11.643
7892622	9.346
7892623	9.542
7892624	3.392
7892625	5.269
7892626	3.411
7892627	6.032
7892628	6.892
7892629	3.988
7892630	8.959
7892631	2.237
7892632	4.667
7892633	8.051
7892634	7.781
7892635	6.248
7892636	8.045
7892637	6.374
7892638	1.973
7892639	8.460
7892640	11.210
7892641	4.794
7892642	7.675
7892643	7.188
7892644	7.174
7892645	2.541
7892646	1.980
7892647	6.960
7892648	8.966
7892649	4.384
7892650	11.095
7892651	2.932
7892652	10.756
7892653	3.193
7892654	9.224
7892655	2.281
7892656	2.736
7892657	2.041
7892658	2.244
7892659	3.514
7892660	2.098
7892661	9.441
7892662	9.282
7892663	11.470
7892664	6.481
7892665	5.937
7892666	2.861
7892667	7.296
7892668	10.559
7892669	5.760
7892670	6.786
7892671	4.413
7892672	5.430
7892673	4.744
7892674	6.552
7892675	6.868
7892676	2.483
7892677	9.608
7892678	7.120
7892679	4.889
7892680	8.233
7892681	6.784
7892682	2.227
7892683	4.689
7892684	9.178
7892685	5.062
7892686	5.859
7892687	4.034
7892688	7.978
7892689	3.107
7892690	3.244
7892691	2.197
7892692	7.570
7892693	6.231
7892694	6.783
7892695	5.044
7892696	5.298
7892697	6.009
7892698	2.101
7892699	6.016
7892700	4.712
7892701	11.027
7892702	3.502
7892703	6.747
7892704	12.468
