ID_REF	VALUE
7892501	2.477
7892502	3.715
7892503	2.545
7892504	8.553
7892505	2.346
7892506	2.756
7892507	4.476
7892508	5.769
7892509	10.293
7892510	4.087
7892511	3.884
7892512	4.641
7892513	3.060
7892514	9.466
7892515	8.805
7892516	2.301
7892517	7.004
7892518	3.263
7892519	3.375
7892520	7.621
7892521	8.136
7892522	6.219
7892524	5.979
7892525	5.059
7892526	4.729
7892527	7.596
7892528	2.267
7892529	5.149
7892530	6.326
7892531	6.449
7892532	3.968
7892533	7.066
7892534	5.835
7892535	4.143
7892536	9.391
7892537	3.660
7892538	4.256
7892539	4.756
7892540	4.199
7892541	9.153
7892542	7.779
7892543	5.775
7892544	3.619
7892545	5.031
7892547	3.461
7892548	7.287
7892549	5.291
7892550	6.191
7892551	9.461
7892552	4.009
7892553	3.700
7892554	4.510
7892555	6.199
7892556	11.801
7892557	2.224
7892558	3.791
7892559	5.732
7892560	3.840
7892561	10.490
7892562	6.622
7892563	6.130
7892564	9.750
7892565	5.372
7892566	3.294
7892567	5.357
7892568	9.857
7892569	8.396
7892570	5.608
7892571	3.180
7892572	7.088
7892573	4.230
7892574	9.662
7892575	5.693
7892576	4.210
7892577	2.496
7892578	3.880
7892579	8.359
7892580	3.048
7892581	3.850
7892582	3.936
7892583	4.099
7892584	4.719
7892585	3.377
7892586	2.322
7892587	4.609
7892588	1.865
7892589	6.054
7892590	2.635
7892591	2.357
7892592	5.129
7892593	3.702
7892594	2.998
7892595	4.172
7892596	3.549
7892597	3.824
7892598	9.157
7892599	9.001
7892600	2.451
7892601	3.841
7892602	2.919
7892603	2.889
7892604	3.251
7892605	6.971
7892606	10.512
7892608	6.816
7892609	3.800
7892610	5.996
7892611	2.276
7892612	2.818
7892613	8.889
7892614	3.681
7892615	3.997
7892616	1.918
7892617	12.138
7892618	5.798
7892619	3.237
7892620	11.216
7892621	11.635
7892622	9.068
7892623	9.425
7892624	3.726
7892625	5.967
7892626	2.741
7892627	6.239
7892628	6.411
7892629	4.205
7892630	8.674
7892631	2.164
7892632	4.711
7892633	8.281
7892634	7.736
7892635	6.383
7892636	8.051
7892637	6.069
7892638	2.090
7892639	9.184
7892640	10.757
7892641	4.186
7892642	7.690
7892643	7.505
7892644	6.883
7892645	2.481
7892646	2.130
7892647	5.739
7892648	8.587
7892649	4.071
7892650	11.251
7892651	2.711
7892652	11.250
7892653	2.518
7892654	9.359
7892655	2.228
7892656	3.612
7892657	2.102
7892658	2.390
7892659	3.711
7892660	1.950
7892661	9.392
7892662	8.880
7892663	11.436
7892664	5.798
7892665	5.567
7892666	2.738
7892667	6.421
7892668	10.055
7892669	6.189
7892670	6.485
7892671	5.511
7892672	4.742
7892673	3.903
7892674	6.911
7892675	6.099
7892676	2.762
7892677	9.592
7892678	6.911
7892679	5.406
7892680	8.225
7892681	6.222
7892682	2.307
7892683	3.828
7892684	8.665
7892685	4.097
7892686	6.305
7892687	4.542
7892688	8.176
7892689	3.387
7892690	2.793
7892691	2.405
7892692	6.808
7892693	5.862
7892694	6.457
7892695	5.084
7892696	4.588
7892697	5.794
7892698	2.108
7892699	4.479
7892700	4.540
7892701	10.755
7892702	3.154
7892703	6.550
7892704	12.590
7892705	6.758
7892706	6.662
7892707	9.096
7892708	4.426
7892709	2.306
7892710	2.699
7892711	5.714
7892712	7.619
7892713	9.246
7892714	2.528
7892715	2.886
7892716	3.736
7892717	4.064
7892718	3.735
7892719	7.758
7892720	6.914
7892721	6.577
7892722	1.844
7892723	2.560
7892724	3.567
7892725	4.031
7892726	3.231
7892727	3.335
7892728	3.575
7892729	4.843
7892730	2.776
7892731	5.694
7892732	3.445
7892733	2.803
7892734	5.957
7892735	2.954
7892736	3.728
7892737	3.597
7892738	7.761
7892739	5.427
7892740	4.236
7892741	6.843
7892742	7.720
7892743	2.720
7892744	6.856
7892745	6.902
7892746	2.662
7892747	6.551
7892748	8.120
7892749	6.208
7892750	3.844
7892751	6.932
7892752	2.386
7892753	11.966
7892754	3.992
7892755	2.706
7892756	2.094
7892757	6.493
7892758	4.932
7892759	5.893
7892760	4.553
7892761	4.150
7892762	11.408
7892763	6.791
7892764	10.059
7892765	7.090
7892766	10.397
7892767	2.548
7892768	2.711
7892769	2.025
7892770	10.649
7892771	8.773
7892772	4.485
7892773	6.872
7892774	6.815
7892775	5.320
7892776	9.377
7892777	3.525
7892778	6.495
7892779	5.087
7892780	4.516
7892781	2.408
7892782	10.281
7892783	8.741
7892784	3.922
7892785	3.136
7892786	7.925
7892787	3.477
7892788	9.606
7892789	4.689
7892790	2.419
7892791	10.038
7892792	5.295
7892793	4.307
7892794	4.395
7892795	4.824
7892796	11.679
7892797	6.298
7892798	3.519
7892799	3.287
7892800	2.296
7892801	3.282
7892802	8.773
7892803	11.216
7892804	4.139
7892805	2.734
7892806	2.401
7892807	4.566
7892808	8.466
7892809	3.627
7892810	3.061
7892811	2.673
7892812	5.447
7892813	3.223
7892814	8.457
7892815	2.464
7892816	7.178
7892817	12.154
7892818	2.412
7892819	3.012
7892820	8.718
7892821	2.495
7892822	3.158
7892823	5.934
7892824	7.447
7892825	3.538
7892826	7.111
7892827	10.675
7892828	2.798
7892829	11.178
7892830	10.261
7892831	8.609
7892832	5.846
7892833	3.154
7892834	3.403
7892835	10.761
7892836	10.955
7892837	9.630
7892838	8.269
7892839	2.608
7892840	5.773
7892841	9.286
7892842	3.460
7892843	4.928
7892844	2.798
7892845	6.320
7892846	11.871
7892847	7.058
7892848	9.080
7892849	2.781
7892850	6.851
7892851	5.315
7892852	5.175
7892853	10.092
7892854	3.180
7892855	3.948
7892856	3.342
7892857	10.029
7892858	2.028
7892859	5.575
7892860	3.589
7892861	10.226
7892862	9.986
7892863	5.810
7892864	2.396
7892865	8.481
7892866	3.259
7892867	2.621
7892868	11.328
7892869	7.263
7892870	7.887
7892871	5.745
7892872	6.512
7892873	2.925
7892874	4.485
7892875	4.675
7892876	3.856
7892877	3.657
7892878	4.535
7892879	3.694
7892880	10.046
7892881	3.616
7892882	8.614
7892883	2.982
7892884	9.689
7892885	4.031
7892886	2.866
7892887	2.769
7892888	6.564
7892889	10.782
7892890	10.681
7892891	10.801
