ID_REF	VALUE
7892501	2.703
7892502	3.780
7892503	2.752
7892504	8.628
7892505	2.574
7892506	2.985
7892507	3.747
7892508	5.332
7892509	10.251
7892510	3.685
7892511	3.948
7892512	4.694
7892513	2.457
7892514	10.161
7892515	8.901
7892516	2.108
7892517	5.617
7892518	3.420
7892519	3.715
7892520	7.737
7892521	7.786
7892522	6.187
7892524	4.959
7892525	4.631
7892526	5.131
7892527	6.813
7892528	2.227
7892529	4.491
7892530	6.366
7892531	6.268
7892532	3.709
7892533	7.262
7892534	5.510
7892535	5.613
7892536	9.187
7892537	2.766
7892538	4.365
7892539	4.690
7892540	4.742
7892541	9.329
7892542	7.826
7892543	4.819
7892544	4.458
7892545	4.840
7892547	3.474
7892548	7.542
7892549	5.342
7892550	5.897
7892551	9.630
7892552	3.516
7892553	3.954
7892554	3.045
7892555	7.377
7892556	11.784
7892557	2.707
7892558	3.537
7892559	5.934
7892560	3.581
7892561	9.654
7892562	6.454
7892563	5.509
7892564	9.654
7892565	5.838
7892566	3.312
7892567	5.252
7892568	10.097
7892569	8.628
7892570	4.334
7892571	2.805
7892572	6.311
7892573	4.302
7892574	9.538
7892575	6.225
7892576	4.208
7892577	2.566
7892578	4.006
7892579	8.131
7892580	3.202
7892581	3.201
7892582	3.296
7892583	3.057
7892584	4.275
7892585	3.783
7892586	1.960
7892587	3.763
7892588	2.056
7892589	5.651
7892590	2.518
7892591	3.810
7892592	4.290
7892593	2.763
7892594	3.030
7892595	3.719
7892596	3.208
7892597	4.512
7892598	9.902
7892599	9.386
7892600	2.756
7892601	3.814
7892602	3.238
7892603	3.041
7892604	3.622
7892605	7.983
7892606	10.569
7892608	7.096
7892609	4.404
7892610	4.363
7892611	2.026
7892612	2.730
7892613	8.251
7892614	3.205
7892615	3.674
7892616	2.050
7892617	12.016
7892618	5.398
7892619	3.078
7892620	11.573
7892621	11.512
7892622	9.578
7892623	9.446
7892624	3.711
7892625	5.500
7892626	2.675
7892627	6.625
7892628	6.576
7892629	3.425
7892630	8.707
7892631	1.942
7892632	3.796
7892633	7.094
7892634	7.746
7892635	6.404
7892636	7.819
7892637	6.372
7892638	2.149
7892639	8.397
7892640	11.108
7892641	4.788
7892642	7.655
7892643	6.545
7892644	7.063
7892645	2.547
7892646	2.064
7892647	5.233
7892648	8.766
7892649	4.358
7892650	10.993
7892651	2.892
7892652	11.027
7892653	2.669
7892654	9.163
7892655	2.513
7892656	2.739
7892657	1.931
7892658	2.510
7892659	3.167
7892660	2.016
7892661	9.510
7892662	8.759
7892663	10.924
7892664	5.530
7892665	5.138
7892666	2.400
7892667	7.190
7892668	10.245
7892669	5.414
7892670	6.027
7892671	4.272
7892672	4.120
7892673	4.269
7892674	6.640
7892675	5.883
7892676	2.753
7892677	9.310
7892678	7.295
7892679	4.701
7892680	8.276
7892681	6.485
7892682	2.543
7892683	4.628
7892684	8.784
7892685	4.878
7892686	5.996
7892687	4.394
7892688	7.403
7892689	3.329
7892690	3.207
7892691	2.200
7892692	7.139
7892693	6.285
7892694	7.036
7892695	5.004
7892696	5.325
7892697	5.712
7892698	2.125
7892699	4.974
7892700	4.652
7892701	11.173
7892702	4.123
7892703	7.087
7892704	12.126
7892705	6.738
7892706	6.870
7892707	8.506
7892708	4.680
7892709	2.232
7892710	2.455
7892711	4.947
7892712	7.939
7892713	9.120
7892714	2.532
7892715	3.076
7892716	4.275
7892717	4.329
7892718	3.761
7892719	7.554
7892720	5.350
7892721	7.012
7892722	1.837
7892723	2.404
7892724	4.343
7892725	3.245
7892726	4.134
7892727	3.149
7892728	3.770
7892729	4.288
7892730	2.651
7892731	5.563
7892732	5.501
7892733	2.629
7892734	5.099
7892735	3.645
7892736	3.388
7892737	3.035
7892738	7.434
7892739	4.778
7892740	2.432
7892741	6.363
7892742	8.625
7892743	2.824
7892744	6.741
7892745	7.097
7892746	2.558
7892747	6.853
7892748	7.884
7892749	5.022
7892750	3.366
7892751	6.675
7892752	2.402
7892753	11.964
7892754	3.450
7892755	2.852
7892756	2.096
7892757	7.546
7892758	4.201
7892759	5.283
7892760	3.939
7892761	5.138
7892762	11.356
7892763	6.971
7892764	9.935
7892765	7.731
7892766	10.202
7892767	2.420
7892768	2.624
7892769	2.364
7892770	10.250
7892771	8.453
7892772	2.840
7892773	6.722
7892774	6.215
7892775	6.211
7892776	9.334
7892777	3.843
7892778	6.032
7892779	4.661
7892780	4.770
7892781	3.516
7892782	10.470
7892783	8.236
7892784	4.253
7892785	3.171
7892786	8.049
7892787	2.930
7892788	9.461
7892789	4.673
7892790	2.371
7892791	10.153
7892792	4.863
7892793	3.684
7892794	3.532
7892795	5.128
7892796	12.209
7892797	6.010
7892798	3.851
7892799	2.627
7892800	3.044
7892801	2.987
7892802	8.847
7892803	10.898
7892804	3.991
7892805	3.288
7892806	2.227
7892807	5.332
7892808	8.704
7892809	3.558
7892810	3.689
7892811	3.068
7892812	5.232
7892813	2.813
7892814	8.945
7892815	2.515
7892816	7.443
7892817	12.048
7892818	2.159
7892819	1.998
7892820	8.604
7892821	2.321
7892822	3.417
7892823	4.831
7892824	7.253
7892825	2.555
7892826	6.082
7892827	10.963
7892828	2.693
7892829	11.037
7892830	10.444
7892831	8.276
7892832	7.336
7892833	3.050
7892834	3.077
7892835	10.538
7892836	9.938
7892837	9.651
7892838	8.825
7892839	2.227
7892840	5.423
7892841	8.894
7892842	3.566
7892843	4.666
7892844	2.845
7892845	5.822
7892846	11.830
7892847	8.512
7892848	8.359
7892849	2.434
7892850	7.026
7892851	4.636
7892852	4.622
7892853	9.782
7892854	2.451
7892855	4.451
7892856	3.560
7892857	10.046
7892858	2.007
7892859	5.305
7892860	3.458
7892861	9.922
7892862	10.273
7892863	6.210
7892864	2.548
7892865	8.526
7892866	2.710
7892867	3.017
7892868	11.203
7892869	7.174
7892870	7.371
7892871	5.981
7892872	6.895
7892873	2.935
7892874	3.887
7892875	5.706
7892876	3.608
7892877	2.963
7892878	4.015
7892879	2.935
7892880	9.933
7892881	3.653
7892882	8.584
7892883	3.201
7892884	9.405
7892885	3.267
7892886	3.417
7892887	2.782
7892888	5.898
7892889	10.873
7892890	10.447
7892891	11.000
7892892	5.125
7892893	8.239
7892894	10.437
7892895	4.804
7892896	10.954
7892897	5.588
7892898	6.795
7892899	9.755
7892900	10.896
7892901	10.164
7892902	11.889
7892903	6.059
7892904	4.263
7892905	3.460
7892906	10.324
7892907	10.505
7892908	4.227
7892909	5.177
7892910	4.207
7892911	5.220
7892912	3.007
7892913	6.360
7892914	4.342
7892915	6.707
7892916	5.081
7892917	4.530
7892918	5.245
7892919	5.682
7892920	8.532
7892921	2.361
7892922	3.718
7892923	2.629
7892924	10.428
7892925	8.351
7892926	6.587
7892927	4.569
7892928	9.482
7892929	2.613
7892930	10.386
7892931	4.715
7892932	6.643
7892933	5.808
7892934	5.046
7892935	8.949
7892936	3.003
7892937	5.606
7892938	7.308
7892939	9.548
7892940	9.794
7892941	9.838
7892942	3.186
7892943	2.226
7892944	8.227
7892945	3.368
7892946	5.027
7892947	10.431
7892948	9.428
7892949	4.597
7892950	2.463
