ID_REF	VALUE
7892501	2.565
7892502	3.379
7892503	2.429
7892504	9.329
7892505	2.708
7892506	2.458
7892507	3.531
7892508	6.076
7892509	9.986
7892510	3.778
7892511	4.135
7892512	4.705
7892513	2.546
7892514	9.643
7892515	9.379
7892516	2.371
7892517	6.734
7892518	3.878
7892519	4.135
7892520	7.986
7892521	7.975
7892522	5.360
7892524	6.573
7892525	4.433
7892526	4.489
7892527	6.972
7892528	2.673
7892529	5.369
7892530	7.584
7892531	6.699
7892532	4.162
7892533	7.607
7892534	6.066
7892535	4.902
7892536	10.019
7892537	3.499
7892538	4.790
7892539	4.561
7892540	5.118
7892541	10.018
7892542	7.423
7892543	4.762
7892544	4.178
7892545	4.530
7892547	3.688
7892548	7.159
7892549	5.479
7892550	5.291
7892551	9.529
7892552	3.840
7892553	5.075
7892554	3.389
7892555	7.321
7892556	11.895
7892557	2.983
7892558	3.157
7892559	4.902
7892560	3.233
7892561	9.575
7892562	7.065
7892563	6.518
7892564	8.934
7892565	5.710
7892566	3.633
7892567	4.488
7892568	10.032
7892569	8.546
7892570	5.546
7892571	2.698
7892572	6.797
7892573	4.315
7892574	9.216
7892575	5.968
7892576	3.614
7892577	3.274
7892578	4.578
7892579	8.906
7892580	2.858
7892581	3.737
7892582	3.441
7892583	3.163
7892584	5.098
7892585	2.834
7892586	3.901
7892587	4.661
7892588	2.036
7892589	6.463
7892590	2.935
7892591	3.210
7892592	5.012
7892593	3.482
7892594	2.910
7892595	3.944
7892596	3.732
7892597	4.251
7892598	8.957
7892599	8.791
7892600	2.356
7892601	4.076
7892602	2.792
7892603	2.889
7892604	3.414
7892605	8.364
7892606	10.177
7892608	6.976
7892609	4.902
7892610	4.008
7892611	2.248
7892612	2.695
7892613	8.823
7892614	3.350
7892615	5.017
7892616	1.997
7892617	12.501
7892618	6.129
7892619	2.884
7892620	11.452
7892621	11.685
7892622	9.299
7892623	8.568
7892624	3.429
7892625	6.115
7892626	3.084
7892627	6.332
7892628	6.851
7892629	3.808
7892630	9.056
7892631	2.147
7892632	4.090
7892633	7.732
7892634	7.933
7892635	6.754
7892636	9.002
7892637	6.399
7892638	1.952
7892639	7.974
7892640	11.597
7892641	4.713
7892642	7.562
7892643	7.356
7892644	7.718
7892645	2.700
7892646	2.150
7892647	6.088
7892648	8.958
7892649	3.988
7892650	11.565
7892651	3.252
7892652	10.566
7892653	2.657
7892654	10.387
7892655	2.525
7892656	2.558
7892657	2.144
7892658	2.456
7892659	3.083
7892660	2.027
7892661	8.688
7892662	9.074
7892663	10.929
7892664	5.848
7892665	5.045
7892666	2.221
7892667	7.495
7892668	9.940
7892669	6.780
7892670	6.470
7892671	5.008
7892672	4.464
7892673	4.190
7892674	5.720
7892675	6.906
7892676	2.869
7892677	8.954
7892678	6.344
7892679	4.570
7892680	8.825
7892681	7.097
7892682	2.515
7892683	3.334
7892684	9.513
7892685	4.182
7892686	6.197
7892687	5.039
7892688	8.213
7892689	3.557
7892690	3.063
7892691	2.488
7892692	7.559
7892693	6.681
7892694	6.675
7892695	5.326
7892696	5.836
7892697	5.350
7892698	2.119
7892699	4.626
7892700	4.499
7892701	10.677
7892702	3.719
7892703	6.671
7892704	12.223
7892705	6.996
7892706	7.647
7892707	9.088
7892708	4.621
7892709	2.108
7892710	3.628
7892711	4.895
7892712	9.201
7892713	10.026
7892714	2.224
7892715	3.688
7892716	4.164
7892717	4.908
7892718	3.458
7892719	7.747
7892720	5.406
7892721	6.774
7892722	2.004
7892723	2.820
7892724	3.635
7892725	2.572
7892726	3.561
7892727	3.478
7892728	3.750
7892729	4.096
7892730	3.354
7892731	5.525
7892732	4.409
7892733	3.001
7892734	5.526
7892735	3.659
7892736	4.145
7892737	3.820
7892738	6.925
7892739	5.208
7892740	4.270
7892741	7.607
7892742	7.375
7892743	2.631
7892744	6.700
7892745	7.566
7892746	3.148
7892747	6.162
7892748	8.001
7892749	3.996
7892750	4.316
7892751	7.078
7892752	2.905
7892753	11.879
7892754	4.742
7892755	2.863
7892756	2.137
7892757	6.724
7892758	5.136
7892759	6.276
7892760	4.472
7892761	4.725
7892762	11.688
7892763	7.341
7892764	9.062
7892765	7.991
7892766	10.348
7892767	2.673
7892768	2.625
7892769	2.151
7892770	10.384
7892771	8.694
7892772	3.852
7892773	6.474
7892774	5.782
7892775	6.682
7892776	9.156
7892777	4.113
7892778	6.424
7892779	5.398
7892780	4.356
7892781	2.636
7892782	9.982
7892783	9.452
7892784	3.372
7892785	2.991
7892786	7.513
7892787	4.024
7892788	9.353
7892789	4.362
7892790	2.891
7892791	9.918
7892792	5.137
7892793	3.461
7892794	4.405
7892795	4.908
7892796	12.501
7892797	6.041
7892798	3.862
7892799	4.088
7892800	2.450
7892801	3.418
7892802	9.075
7892803	11.231
7892804	4.132
7892805	3.588
7892806	2.234
7892807	4.666
7892808	7.841
7892809	3.567
7892810	3.861
7892811	2.798
7892812	4.361
7892813	2.567
7892814	8.712
7892815	2.522
7892816	6.975
7892817	12.375
7892818	2.485
7892819	1.859
7892820	9.158
7892821	2.313
7892822	3.059
7892823	5.642
7892824	8.361
7892825	3.508
7892826	7.210
7892827	10.767
7892828	2.774
7892829	11.392
7892830	9.953
7892831	8.919
7892832	7.349
7892833	3.076
7892834	3.495
7892835	10.946
7892836	10.063
7892837	9.215
7892838	8.724
7892839	2.563
7892840	4.581
7892841	9.396
7892842	3.181
7892843	4.503
7892844	3.081
7892845	6.213
7892846	11.746
