ID_REF	VALUE
7892501	3.034
7892502	3.391
7892503	3.648
7892504	9.074
7892505	2.678
7892506	2.812
7892507	3.382
7892508	5.868
7892509	10.399
7892510	3.750
7892511	3.912
7892512	4.871
7892513	2.668
7892514	9.409
7892515	9.185
7892516	2.535
7892517	7.142
7892518	2.801
7892519	3.410
7892520	8.111
7892521	7.975
7892522	5.936
7892524	6.182
7892525	4.714
7892526	4.026
7892527	7.098
7892528	2.361
7892529	5.381
7892530	7.171
7892531	6.085
7892532	3.410
7892533	7.166
7892534	5.303
7892535	6.165
7892536	9.155
7892537	3.561
7892538	4.500
7892539	4.872
7892540	4.160
7892541	9.400
7892542	7.384
7892543	4.983
7892544	3.690
7892545	4.114
7892547	4.434
7892548	7.489
7892549	5.763
7892550	5.416
7892551	9.621
7892552	3.722
7892553	3.191
7892554	3.720
7892555	7.758
7892556	11.792
7892557	2.859
7892558	3.560
7892559	4.575
7892560	3.287
7892561	9.229
7892562	6.555
7892563	5.969
7892564	9.038
7892565	6.401
7892566	3.895
7892567	4.418
7892568	9.863
7892569	8.103
7892570	5.208
7892571	2.367
7892572	5.423
7892573	3.864
7892574	8.587
7892575	6.101
7892576	3.402
7892577	2.515
7892578	3.857
7892579	7.740
7892580	2.510
7892581	3.472
7892582	3.353
7892583	3.213
7892584	5.417
7892585	2.582
7892586	2.752
7892587	3.676
7892588	2.252
7892589	6.194
7892590	2.414
7892591	2.347
7892592	4.683
7892593	3.732
7892594	3.536
7892595	3.607
7892596	3.463
7892597	4.335
7892598	9.223
7892599	8.986
7892600	2.099
7892601	3.854
7892602	2.856
7892603	3.169
7892604	4.573
7892605	7.164
7892606	10.570
7892608	6.992
7892609	3.443
7892610	4.030
7892611	2.160
7892612	2.838
7892613	8.855
7892614	3.156
7892615	4.589
7892616	1.893
7892617	12.377
7892618	5.049
7892619	3.770
7892620	11.899
7892621	11.644
7892622	9.438
7892623	8.574
7892624	3.587
7892625	6.146
7892626	3.647
7892627	5.998
7892628	6.269
7892629	4.626
7892630	8.514
7892631	1.911
7892632	4.225
7892633	7.994
7892634	7.754
7892635	6.114
7892636	8.468
7892637	6.562
7892638	2.304
7892639	8.940
7892640	11.138
7892641	4.649
7892642	8.012
7892643	7.308
7892644	7.332
7892645	2.561
7892646	2.219
7892647	5.275
7892648	8.678
7892649	3.731
7892650	11.509
7892651	2.802
7892652	11.373
7892653	2.163
7892654	9.880
7892655	2.326
7892656	2.387
7892657	1.950
7892658	2.197
7892659	2.726
7892660	1.828
7892661	8.518
7892662	8.361
7892663	10.342
7892664	5.433
7892665	5.839
7892666	2.388
7892667	6.744
7892668	9.469
7892669	6.000
7892670	6.084
7892671	4.696
7892672	4.858
7892673	3.442
7892674	6.332
7892675	6.779
7892676	2.902
7892677	9.792
7892678	6.818
7892679	4.195
7892680	8.032
7892681	6.526
7892682	2.454
7892683	3.110
7892684	8.656
7892685	4.390
7892686	6.400
7892687	4.152
7892688	8.230
7892689	3.830
7892690	2.836
7892691	2.278
7892692	7.410
7892693	6.646
7892694	6.796
7892695	4.932
7892696	5.245
7892697	6.153
7892698	2.101
7892699	4.833
7892700	4.529
7892701	11.348
