ID_REF	VALUE
7892501	2.032
7892502	3.615
7892503	2.575
7892504	8.673
7892505	3.170
7892506	3.354
7892507	3.818
7892508	6.193
7892509	9.822
7892510	4.038
7892511	4.152
7892512	4.336
7892513	2.521
7892514	9.397
7892515	9.093
7892516	2.289
7892517	6.901
7892518	3.315
7892519	3.348
7892520	8.049
7892521	7.406
7892522	5.867
7892524	4.945
7892525	4.385
7892526	4.949
7892527	7.095
7892528	2.300
7892529	4.936
7892530	7.039
7892531	6.559
7892532	3.234
7892533	7.395
7892534	6.104
7892535	5.075
7892536	9.582
7892537	3.690
7892538	4.539
7892539	4.844
7892540	5.070
7892541	9.177
7892542	7.640
7892543	4.212
7892544	3.629
7892545	4.229
7892547	4.142
7892548	7.202
7892549	5.684
7892550	6.358
7892551	9.733
7892552	3.764
7892553	3.721
7892554	3.324
7892555	7.300
7892556	11.786
7892557	2.349
7892558	4.204
7892559	5.002
7892560	3.153
7892561	9.139
7892562	7.080
7892563	6.498
7892564	8.910
7892565	5.855
7892566	3.047
7892567	5.283
7892568	10.226
7892569	8.168
7892570	5.935
7892571	2.472
7892572	6.655
7892573	4.233
7892574	9.021
7892575	6.009
7892576	4.228
7892577	2.918
7892578	4.584
7892579	8.116
7892580	2.965
7892581	3.882
7892582	3.279
7892583	4.149
7892584	5.181
7892585	3.090
7892586	2.708
7892587	4.580
7892588	2.053
7892589	6.163
7892590	2.729
7892591	2.735
7892592	5.202
7892593	3.291
7892594	4.247
7892595	4.323
7892596	3.423
7892597	4.639
7892598	9.299
7892599	9.147
7892600	2.153
7892601	3.769
7892602	3.338
7892603	3.679
7892604	4.254
7892605	7.708
7892606	10.632
7892608	7.164
7892609	4.041
7892610	3.651
7892611	2.317
7892612	1.942
7892613	8.900
7892614	3.308
7892615	3.673
7892616	2.030
7892617	12.249
7892618	5.996
7892619	3.513
7892620	11.692
7892621	11.444
7892622	9.352
7892623	8.730
7892624	3.620
7892625	5.325
7892626	2.268
7892627	5.962
7892628	6.739
7892629	4.172
7892630	8.850
7892631	2.122
7892632	4.174
7892633	8.009
7892634	7.781
7892635	5.957
7892636	8.246
7892637	6.401
7892638	2.366
7892639	8.435
7892640	11.363
7892641	5.436
7892642	7.862
7892643	7.323
7892644	7.168
7892645	2.574
7892646	2.180
7892647	5.956
7892648	9.209
7892649	4.009
7892650	11.363
7892651	2.785
7892652	10.878
7892653	2.535
7892654	9.345
7892655	2.339
7892656	2.621
7892657	1.897
