ID_REF	VALUE
7892501	2.245
7892502	3.777
7892503	3.349
7892504	9.566
7892505	2.528
7892506	2.720
7892507	3.750
7892508	5.228
7892509	10.763
7892510	3.753
7892511	4.184
7892512	5.367
7892513	3.631
7892514	9.883
7892515	8.805
7892516	2.748
7892517	7.103
7892518	2.894
7892519	3.750
7892520	8.497
7892521	8.178
7892522	5.959
7892524	4.304
7892525	4.081
7892526	5.049
7892527	6.447
7892528	2.234
7892529	5.424
7892530	6.730
7892531	6.878
7892532	3.896
7892533	8.194
7892534	5.029
7892535	5.976
7892536	9.658
7892537	3.182
7892538	3.822
7892539	4.715
7892540	4.495
7892541	9.242
7892542	7.210
7892543	5.418
7892544	4.703
7892545	4.433
7892547	3.443
7892548	7.866
7892549	5.618
7892550	5.437
7892551	9.601
7892552	3.748
7892553	4.050
7892554	3.260
7892555	6.262
7892556	11.636
7892557	2.540
7892558	3.909
7892559	5.502
7892560	3.143
7892561	10.226
7892562	6.930
7892563	6.124
7892564	9.685
7892565	5.766
7892566	4.094
7892567	5.024
7892568	9.512
7892569	8.378
7892570	5.468
7892571	2.616
7892572	6.677
7892573	3.056
7892574	9.176
7892575	5.190
7892576	4.670
7892577	2.487
7892578	4.409
7892579	8.116
7892580	2.915
7892581	2.470
7892582	3.083
7892583	4.004
7892584	4.801
7892585	3.167
7892586	2.650
7892587	4.179
7892588	2.067
7892589	6.133
7892590	2.150
7892591	3.108
7892592	5.285
7892593	3.450
7892594	2.871
7892595	3.589
7892596	4.111
7892597	3.871
7892598	9.242
7892599	8.918
7892600	2.300
7892601	4.212
7892602	2.799
7892603	3.122
7892604	3.498
7892605	8.092
7892606	10.587
7892608	7.078
7892609	3.472
7892610	5.919
7892611	2.605
7892612	3.221
7892613	8.434
7892614	3.601
7892615	4.741
7892616	2.054
7892617	12.314
7892618	5.368
7892619	2.818
7892620	11.374
7892621	11.616
7892622	9.259
7892623	9.511
7892624	3.027
7892625	5.894
7892626	2.511
7892627	5.725
7892628	6.378
7892629	3.381
7892630	8.338
7892631	2.114
7892632	4.614
7892633	7.919
7892634	7.644
7892635	6.399
7892636	8.445
7892637	5.581
7892638	2.049
7892639	8.551
7892640	11.142
7892641	5.288
7892642	7.935
7892643	7.592
7892644	7.446
7892645	2.279
7892646	2.103
7892647	4.849
7892648	8.632
7892649	3.639
7892650	11.374
7892651	2.636
7892652	11.292
7892653	2.359
7892654	9.738
7892655	2.591
7892656	2.770
7892657	1.932
7892658	2.477
7892659	2.759
7892660	2.024
7892661	8.354
7892662	8.553
7892663	11.243
7892664	5.764
7892665	5.121
7892666	2.988
7892667	7.296
7892668	9.940
7892669	5.680
7892670	6.600
7892671	4.527
7892672	3.549
7892673	3.872
7892674	6.274
7892675	6.322
7892676	2.662
7892677	9.180
7892678	6.730
7892679	5.162
7892680	7.962
7892681	6.761
7892682	2.594
7892683	3.077
7892684	8.992
7892685	3.882
7892686	5.902
7892687	4.635
7892688	8.185
7892689	3.530
7892690	2.912
7892691	2.422
7892692	7.517
7892693	6.529
7892694	6.927
7892695	5.642
7892696	4.284
7892697	5.929
7892698	2.186
7892699	4.862
7892700	4.561
7892701	10.615
7892702	3.706
7892703	5.862
7892704	12.125
7892705	6.095
7892706	6.712
7892707	8.141
7892708	5.493
7892709	2.168
7892710	2.503
7892711	4.784
7892712	8.245
7892713	9.612
7892714	2.476
7892715	3.367
7892716	4.408
7892717	3.963
7892718	3.252
7892719	7.935
7892720	6.351
7892721	6.791
7892722	2.008
7892723	2.139
7892724	3.793
7892725	3.169
7892726	3.261
7892727	2.719
7892728	4.066
7892729	4.522
7892730	2.869
7892731	5.047
7892732	2.081
7892733	3.399
7892734	6.083
7892735	3.213
7892736	3.601
7892737	3.439
7892738	6.655
7892739	4.646
7892740	2.497
7892741	6.666
7892742	7.356
7892743	2.437
7892744	6.489
7892745	7.398
7892746	3.304
7892747	6.219
7892748	8.103
7892749	6.838
7892750	3.803
7892751	7.213
7892752	2.570
7892753	12.041
7892754	4.705
7892755	2.199
7892756	2.160
7892757	6.596
7892758	5.046
7892759	5.535
7892760	4.294
7892761	5.014
7892762	11.764
7892763	7.307
7892764	9.666
7892765	7.822
7892766	10.268
7892767	2.207
7892768	2.788
7892769	2.163
7892770	11.169
7892771	8.416
7892772	4.308
7892773	6.484
7892774	7.191
7892775	3.711
7892776	8.705
7892777	4.279
7892778	7.012
7892779	4.350
7892780	4.996
7892781	3.083
7892782	10.208
7892783	8.869
7892784	3.198
7892785	3.127
7892786	8.089
7892787	4.323
7892788	9.414
7892789	4.530
7892790	2.723
7892791	9.737
7892792	4.330
7892793	3.375
7892794	4.192
7892795	4.686
7892796	12.447
7892797	6.223
7892798	3.475
7892799	3.390
7892800	2.461
7892801	3.063
7892802	8.798
7892803	10.996
7892804	4.020
7892805	2.938
7892806	2.147
7892807	4.901
7892808	8.248
7892809	3.040
7892810	2.677
7892811	2.824
7892812	3.696
7892813	2.798
7892814	8.656
7892815	2.620
7892816	7.401
7892817	12.154
7892818	2.148
7892819	2.753
7892820	8.956
7892821	2.413
7892822	3.065
7892823	5.957
7892824	7.798
7892825	2.967
7892826	6.831
7892827	10.747
7892828	2.719
7892829	11.041
7892830	9.896
7892831	8.604
7892832	6.767
7892833	2.645
7892834	2.844
7892835	10.767
7892836	10.640
7892837	9.626
7892838	8.261
7892839	2.169
7892840	5.184
7892841	8.627
7892842	3.001
7892843	4.468
7892844	3.381
7892845	6.407
7892846	11.849
7892847	6.967
7892848	8.747
7892849	2.891
7892850	6.775
7892851	5.516
7892852	5.325
7892853	10.022
7892854	2.238
7892855	4.603
7892856	3.689
7892857	9.918
7892858	2.533
7892859	5.515
7892860	4.068
7892861	10.264
7892862	10.570
7892863	5.973
7892864	2.192
7892865	8.738
7892866	3.190
7892867	3.399
7892868	11.419
7892869	5.395
7892870	7.921
7892871	6.103
7892872	6.011
7892873	2.081
7892874	3.442
7892875	6.104
7892876	3.956
7892877	4.488
7892878	3.215
7892879	3.862
7892880	9.813
7892881	3.120
7892882	8.944
7892883	2.881
7892884	9.260
7892885	3.856
7892886	4.580
7892887	2.724
7892888	5.870
7892889	10.888
7892890	10.072
7892891	10.951
7892892	4.987
7892893	7.796
7892894	9.203
7892895	5.886
7892896	10.622
7892897	6.915
7892898	7.070
7892899	9.949
7892900	11.326
7892901	9.585
7892902	12.130
7892903	6.451
7892904	3.420
7892905	3.604
7892906	10.656
7892907	10.875
7892908	4.031
7892909	4.477
7892910	2.719
7892911	5.612
7892912	4.286
7892913	6.427
7892914	3.671
7892915	5.764
7892916	5.605
7892917	4.394
7892918	6.025
7892919	6.058
7892920	8.742
7892921	3.178
7892922	2.898
7892923	3.185
7892924	10.602
7892925	9.225
7892926	6.655
7892927	3.246
7892928	9.317
7892929	2.691
7892930	10.550
7892931	5.354
7892932	7.683
7892933	6.031
7892934	4.672
7892935	8.107
7892936	2.369
7892937	5.412
7892938	7.645
7892939	8.749
7892940	9.976
7892941	9.965
7892942	3.463
7892943	2.315
7892944	8.023
7892945	2.146
7892946	4.658
7892947	10.221
7892948	9.279
7892949	5.749
7892950	2.258
7892951	7.277
7892952	5.247
7892953	5.385
7892954	10.050
7892955	8.551
7892956	10.055
7892957	4.424
7892958	5.198
7892959	5.774
7892960	9.385
7892961	3.353
7892962	4.476
7892963	4.240
7892964	3.749
7892965	2.986
7892966	8.657
7892967	8.534
7892968	8.502
7892969	10.165
7892970	2.690
7892971	2.309
7892972	10.522
7892973	2.486
7892974	5.025
7892975	2.549
7892976	3.602
7892977	9.354
7892978	9.197
7892979	9.873
7892980	3.170
7892981	9.755
7892982	5.647
7892983	11.055
7892984	5.275
7892985	5.727
7892986	11.029
7892987	11.161
7892988	2.132
7892989	4.626
7892990	4.440
7892991	6.730
7892992	10.482
7892993	8.992
7892994	2.731
7892995	4.088
7892996	6.153
7892997	2.479
7892998	6.951
7892999	2.278
7893000	5.111
7893001	7.107
7893002	9.721
7893003	5.263
7893004	5.458
7893005	2.712
7893006	4.051
7893007	6.597
7893008	5.132
7893009	3.679
7893010	4.541
7893011	3.595
7893012	10.091
7893013	5.424
7893014	4.704
7893015	10.184
7893016	2.624
7893017	6.125
7893018	4.807
7893019	6.791
7893021	3.101
7893022	3.835
7893023	7.303
7893024	2.860
7893025	6.236
7893026	5.212
7893027	4.088
7893028	4.139
7893029	8.681
7893030	3.109
7893031	6.252
7893032	6.012
7893033	6.413
7893034	5.975
7893035	4.380
7893036	7.088
7893037	6.338
7893038	2.437
7893039	9.603
7893040	5.109
7893041	3.049
7893042	7.942
7893043	5.928
7893044	2.717
7893045	2.081
7893046	3.325
7893047	2.469
7893048	6.253
7893049	3.684
7893050	8.162
7893051	3.937
7893052	3.569
7893053	3.460
7893055	6.189
7893056	3.528
7893057	2.633
7893058	7.779
7893059	4.575
7893060	5.013
7893061	8.946
7893062	4.791
7893063	5.328
7893064	7.561
7893065	2.414
7893066	2.748
7893067	7.574
7893068	4.604
7893069	5.323
7893070	10.422
7893071	5.039
7893072	4.344
7893073	8.482
7893074	5.545
7893075	5.897
7893076	3.012
7893077	11.966
7893078	2.193
7893079	8.155
7893080	3.671
7893081	10.352
7893082	4.097
7893083	4.317
7893084	7.625
7893085	9.463
7893086	8.243
7893087	9.100
7893088	2.652
7893089	4.663
7893090	9.877
7893091	7.562
7893092	2.685
7893093	2.962
7893094	9.293
7893095	3.800
7893096	8.043
7893097	8.288
7893098	6.258
7893099	6.635
7893100	3.032
7893101	11.686
7893102	2.908
7893103	11.684
7893104	8.651
7893105	8.814
7893106	5.804
7893107	2.398
7893108	2.361
7893109	3.607
7893110	4.686
7893111	7.968
7893112	4.601
7893113	7.214
7893114	5.375
7893115	3.335
7893116	8.741
7893117	2.533
7893118	5.873
7893119	4.861
7893120	4.372
7893121	8.891
7893122	5.842
7893123	7.506
7893124	3.853
7893125	5.140
7893126	2.970
7893127	3.489
7893128	4.333
7893129	3.593
7893130	11.003
7893131	9.840
7893132	3.166
7893133	11.390
7893134	5.124
7893135	2.130
7893136	3.606
7893137	4.389
7893138	11.980
7893139	11.788
