ID_REF	VALUE
7892501	2.234
7892502	3.513
7892503	2.648
7892504	8.426
7892505	2.362
7892506	2.736
7892507	3.319
7892508	6.090
7892509	10.384
7892510	3.254
7892511	3.782
7892512	4.672
7892513	2.706
7892514	9.452
7892515	9.072
7892516	2.221
7892517	6.624
7892518	2.867
7892519	3.138
7892520	7.624
7892521	7.836
7892522	5.860
7892524	4.905
7892525	4.463
7892526	4.667
7892527	7.350
7892528	2.240
7892529	4.839
7892530	7.153
7892531	6.300
7892532	3.455
7892533	7.340
7892534	5.423
7892535	5.321
7892536	9.185
7892537	3.285
7892538	4.689
7892539	4.566
7892540	4.285
7892541	9.101
7892542	8.098
7892543	4.399
7892544	3.748
7892545	4.787
7892547	3.526
7892548	7.818
7892549	4.963
7892550	5.771
7892551	9.722
7892552	3.808
7892553	3.647
7892554	3.110
7892555	7.407
7892556	11.743
7892557	3.353
7892558	3.599
7892559	5.684
7892560	3.636
7892561	9.093
7892562	7.163
7892563	5.671
7892564	9.781
7892565	6.346
7892566	4.147
7892567	3.994
7892568	10.373
7892569	8.360
7892570	4.876
7892571	2.809
7892572	6.365
7892573	4.460
7892574	9.533
7892575	5.953
7892576	4.616
7892577	2.533
7892578	4.223
7892579	7.966
7892580	2.997
7892581	4.425
7892582	3.342
7892583	3.796
7892584	4.488
7892585	2.607
7892586	2.357
7892587	4.068
7892588	2.017
7892589	6.171
7892590	2.392
7892591	2.449
7892592	5.318
7892593	2.806
7892594	3.855
7892595	3.795
7892596	3.272
7892597	3.514
7892598	9.522
7892599	9.154
7892600	2.624
7892601	3.719
7892602	2.769
7892603	3.024
7892604	3.309
7892605	7.045
7892606	10.667
7892608	6.799
7892609	3.989
7892610	5.147
7892611	2.115
7892612	2.317
7892613	8.668
7892614	2.944
7892615	3.413
7892616	1.891
7892617	12.139
7892618	5.897
7892619	2.730
7892620	11.646
7892621	11.628
7892622	9.447
7892623	9.270
7892624	3.386
7892625	5.241
7892626	2.779
7892627	6.182
7892628	6.490
7892629	3.353
7892630	9.113
7892631	2.043
7892632	4.186
7892633	7.968
7892634	7.566
7892635	6.562
7892636	8.056
7892637	6.586
7892638	1.991
7892639	9.227
7892640	11.180
7892641	4.416
7892642	7.725
7892643	7.261
7892644	6.848
7892645	2.589
7892646	1.998
7892647	5.970
7892648	8.658
7892649	3.902
7892650	10.947
7892651	2.962
7892652	11.218
7892653	2.452
7892654	9.229
7892655	2.369
7892656	2.708
7892657	2.226
7892658	2.072
7892659	3.108
7892660	1.967
7892661	8.963
7892662	8.576
7892663	10.347
7892664	5.168
7892665	5.384
7892666	2.928
7892667	6.692
7892668	9.636
7892669	5.651
7892670	6.665
7892671	3.970
7892672	4.369
7892673	3.670
7892674	7.258
7892675	6.034
7892676	2.770
7892677	9.477
7892678	6.924
7892679	4.589
7892680	7.763
7892681	6.169
7892682	2.488
7892683	3.723
7892684	8.661
7892685	4.266
7892686	6.222
7892687	3.724
7892688	7.813
7892689	3.181
7892690	2.856
7892691	2.493
7892692	6.900
7892693	6.075
7892694	7.077
7892695	5.260
7892696	4.947
7892697	5.985
7892698	2.088
7892699	5.062
7892700	5.095
7892701	11.083
7892702	3.748
7892703	6.895
7892704	11.734
7892705	7.156
7892706	7.644
7892707	8.070
7892708	4.463
7892709	2.196
7892710	2.939
7892711	4.932
7892712	7.841
7892713	9.340
7892714	2.852
7892715	3.385
7892716	4.449
7892717	3.640
7892718	3.617
7892719	7.776
7892720	6.240
7892721	6.161
7892722	2.025
7892723	2.489
7892724	4.435
7892725	3.075
7892726	4.442
7892727	2.930
7892728	3.365
7892729	4.096
7892730	2.629
7892731	5.070
7892732	4.273
7892733	2.557
7892734	5.573
7892735	3.641
7892736	3.910
7892737	3.720
7892738	6.658
7892739	4.507
7892740	4.080
7892741	6.900
7892742	8.140
7892743	2.355
7892744	7.450
7892745	6.538
7892746	2.644
7892747	6.356
7892748	8.237
7892749	5.027
7892750	4.030
7892751	6.680
7892752	3.010
7892753	12.263
7892754	3.217
7892755	3.170
7892756	2.085
7892757	7.004
7892758	4.063
7892759	5.341
7892760	3.739
7892761	4.699
7892762	11.142
7892763	6.719
7892764	10.129
7892765	7.718
7892766	10.119
7892767	2.732
