ID_REF	VALUE
7892501	3.282
7892502	3.428
7892503	3.077
7892504	8.620
7892505	2.599
7892506	2.814
7892507	4.216
7892508	6.726
7892509	11.339
7892510	4.701
7892511	5.212
7892512	6.151
7892513	4.223
7892514	9.770
7892515	8.955
7892516	2.547
7892517	8.273
7892518	3.080
7892519	3.682
7892520	7.765
7892521	8.921
7892522	6.091
7892524	6.504
7892525	4.315
7892526	5.353
7892527	7.492
7892528	2.349
7892529	5.649
7892530	7.694
7892531	6.039
7892532	4.614
7892533	6.794
7892534	6.403
7892535	6.452
7892536	9.371
7892537	3.377
7892538	5.140
7892539	4.237
7892540	5.217
7892541	9.177
7892542	8.316
7892543	5.611
7892544	4.149
7892545	3.971
7892547	3.938
7892548	8.574
7892549	5.743
7892550	5.560
7892551	9.708
7892552	3.689
7892553	4.131
7892554	3.717
7892555	6.141
7892556	11.747
7892557	3.043
7892558	5.255
7892559	5.294
7892560	3.785
7892561	9.934
7892562	7.393
7892563	5.874
7892564	9.668
7892565	5.420
7892566	4.424
7892567	4.404
7892568	9.624
7892569	8.557
7892570	5.626
7892571	3.912
7892572	6.071
7892573	5.407
7892574	9.702
7892575	5.811
7892576	4.436
7892577	2.823
7892578	4.530
7892579	7.538
7892580	3.369
7892581	4.219
7892582	3.159
7892583	4.176
7892584	5.295
7892585	3.507
7892586	2.293
7892587	4.744
7892588	2.036
7892589	6.719
7892590	3.070
7892591	2.817
7892592	7.205
7892593	3.831
7892594	3.660
7892595	4.235
7892596	3.919
7892597	4.670
7892598	9.316
7892599	8.920
7892600	2.769
7892601	3.746
7892602	2.817
7892603	2.823
7892604	4.181
7892605	8.204
7892606	10.868
7892608	7.421
7892609	3.403
7892610	5.274
7892611	2.194
7892612	2.560
7892613	9.405
7892614	3.931
7892615	5.292
7892616	2.047
7892617	11.947
7892618	6.205
7892619	3.036
7892620	11.086
7892621	11.679
7892622	8.805
7892623	9.135
7892624	3.365
7892625	6.047
7892626	2.688
7892627	5.729
7892628	7.599
7892629	3.332
7892630	9.363
7892631	2.322
7892632	5.773
7892633	8.290
7892634	7.916
7892635	6.440
7892636	8.096
7892637	7.016
7892638	2.413
7892639	8.757
7892640	11.002
7892641	4.535
7892642	8.025
7892643	7.213
7892644	7.142
7892645	2.536
7892646	2.042
7892647	7.385
7892648	8.783
7892649	4.343
7892650	10.855
7892651	2.754
7892652	12.105
7892653	2.984
7892654	9.537
7892655	2.119
7892656	3.710
7892657	2.038
7892658	2.219
7892659	3.763
7892660	2.070
7892661	9.688
7892662	9.005
7892663	11.112
7892664	6.458
7892665	6.133
7892666	5.131
7892667	7.343
7892668	10.502
7892669	6.116
7892670	6.742
7892671	5.900
7892672	3.927
7892673	4.567
7892674	6.601
7892675	7.132
7892676	2.696
7892677	9.887
7892678	6.244
7892679	4.808
7892680	8.182
7892681	7.115
7892682	2.798
7892683	2.903
7892684	9.113
7892685	4.473
7892686	6.321
7892687	3.791
7892688	9.170
7892689	3.389
7892690	2.908
7892691	2.448
7892692	7.845
7892693	6.539
7892694	6.713
7892695	5.042
7892696	5.289
7892697	6.005
7892698	2.039
7892699	5.818
7892700	5.375
7892701	10.641
7892702	4.568
7892703	6.016
7892704	12.183
7892705	7.456
7892706	8.088
7892707	9.428
7892708	3.901
7892709	3.355
7892710	3.531
7892711	6.600
7892712	8.168
7892713	9.478
7892714	3.163
7892715	3.529
7892716	4.133
7892717	4.780
7892718	4.142
7892719	8.378
7892720	5.849
7892721	7.354
7892722	1.893
7892723	2.964
7892724	4.457
7892725	3.543
7892726	3.067
7892727	3.334
7892728	3.416
7892729	5.125
7892730	3.041
7892731	6.414
7892732	4.052
7892733	3.315
7892734	6.178
7892735	4.692
7892736	3.325
7892737	3.694
7892738	8.409
7892739	5.672
7892740	4.542
7892741	7.386
7892742	8.259
7892743	2.525
7892744	7.992
7892745	7.203
7892746	3.144
7892747	6.047
7892748	8.427
7892749	8.109
7892750	4.565
7892751	7.327
7892752	2.607
7892753	12.305
7892754	5.136
7892755	4.196
7892756	2.062
7892757	6.330
7892758	5.762
7892759	6.866
7892760	4.305
7892761	5.204
7892762	11.683
7892763	7.381
7892764	10.004
7892765	8.140
7892766	10.337
7892767	2.521
7892768	3.297
7892769	3.684
7892770	11.027
7892771	9.001
7892772	5.240
7892773	6.691
7892774	8.479
7892775	6.408
7892776	9.608
7892777	4.080
7892778	6.000
7892779	5.388
7892780	4.862
7892781	3.940
7892782	10.669
7892783	8.683
7892784	4.610
7892785	3.296
7892786	7.806
7892787	4.755
7892788	9.526
7892789	5.056
7892790	2.518
7892791	10.248
7892792	4.904
7892793	4.680
7892794	4.383
7892795	5.469
7892796	11.860
7892797	6.608
7892798	3.584
7892799	3.328
7892800	2.294
7892801	3.227
7892802	9.548
7892803	10.898
7892804	4.336
7892805	2.984
7892806	2.243
7892807	5.550
7892808	8.601
7892809	3.342
7892810	4.124
7892811	2.723
7892812	6.054
7892813	2.503
7892814	8.900
7892815	2.405
7892816	8.093
7892817	12.274
7892818	2.335
7892819	3.830
7892820	8.669
7892821	2.342
7892822	3.397
7892823	5.670
7892824	8.080
7892825	2.805
7892826	8.254
7892827	10.905
7892828	3.685
7892829	11.168
7892830	9.670
7892831	9.137
7892832	7.028
7892833	2.956
7892834	3.645
7892835	10.361
7892836	10.002
7892837	9.560
7892838	8.798
7892839	2.182
7892840	6.604
7892841	8.783
7892842	3.474
7892843	4.759
7892844	2.519
7892845	6.705
7892846	11.948
7892847	7.330
7892848	9.509
7892849	2.662
7892850	7.942
7892851	5.327
7892852	4.974
7892853	9.996
7892854	3.133
7892855	3.886
7892856	4.365
7892857	10.112
7892858	2.084
7892859	5.283
7892860	3.674
7892861	10.335
7892862	9.407
7892863	6.547
7892864	2.831
7892865	8.871
7892866	3.401
7892867	3.007
7892868	11.318
7892869	8.101
7892870	8.166
7892871	7.038
7892872	6.651
7892873	3.574
7892874	5.501
7892875	6.043
7892876	3.831
7892877	3.514
7892878	3.442
7892879	3.156
7892880	9.945
7892881	3.167
7892882	8.881
7892883	3.344
7892884	9.716
7892885	3.402
7892886	3.585
7892887	2.526
7892888	7.153
7892889	11.195
7892890	10.612
7892891	11.315
7892892	6.621
7892893	7.868
7892894	9.770
7892895	6.503
7892896	10.323
7892897	6.886
7892898	6.952
7892899	9.839
7892900	11.097
7892901	10.395
7892902	12.672
7892903	6.459
7892904	3.752
7892905	4.395
7892906	10.361
7892907	10.275
7892908	4.372
7892909	6.206
7892910	4.705
7892911	5.433
7892912	4.694
7892913	6.777
7892914	3.423
7892915	7.259
7892916	4.906
7892917	4.450
7892918	6.058
7892919	5.682
7892920	9.435
7892921	2.644
7892922	3.419
7892923	2.382
7892924	10.535
7892925	8.026
7892926	7.696
7892927	4.466
7892928	9.745
7892929	2.252
7892930	10.633
7892931	5.601
7892932	8.802
7892933	6.346
7892934	5.816
7892935	7.892
7892936	2.952
7892937	6.743
7892938	8.719
7892939	8.765
7892940	10.171
7892941	9.361
7892942	4.189
7892943	2.154
7892944	7.809
7892945	3.170
7892946	5.498
7892947	9.439
7892948	10.118
7892949	6.130
7892950	3.009
7892951	7.016
7892952	5.917
7892953	5.291
7892954	10.008
7892955	9.336
7892956	10.245
7892957	4.794
7892958	5.561
7892959	6.242
7892960	9.464
7892961	3.516
7892962	4.107
7892963	4.053
7892964	5.080
7892965	2.926
7892966	9.075
7892967	9.392
7892968	8.043
7892969	10.326
7892970	2.731
7892971	2.170
7892972	10.601
7892973	3.065
7892974	5.089
7892975	2.305
7892976	3.876
7892977	9.253
7892978	7.746
7892979	9.991
7892980	3.125
7892981	9.918
7892982	2.968
7892983	11.126
7892984	5.739
7892985	5.268
7892986	11.019
7892987	11.307
7892988	2.093
7892989	4.381
7892990	4.038
7892991	7.600
7892992	10.801
7892993	9.553
7892994	2.417
7892995	3.550
7892996	6.873
7892997	2.323
7892998	8.512
7892999	2.658
7893000	3.842
7893001	7.581
7893002	9.884
7893003	4.798
7893004	6.770
7893005	3.303
7893006	4.497
7893007	7.808
7893008	4.405
7893009	4.443
7893010	4.968
7893011	4.455
7893012	10.064
7893013	5.649
7893014	5.783
7893015	9.912
7893016	2.714
7893017	5.668
7893018	4.054
7893019	6.938
7893021	3.192
7893022	3.882
7893023	7.646
7893024	2.882
7893025	5.869
7893026	4.559
7893027	4.320
7893028	6.160
7893029	8.595
7893030	4.425
7893031	6.846
7893032	6.127
7893033	7.265
7893034	5.452
7893035	4.466
7893036	7.726
7893037	5.369
7893038	2.459
7893039	9.546
7893040	6.313
7893041	2.764
7893042	8.602
7893043	6.364
7893044	2.816
7893045	2.006
7893046	3.547
7893047	2.637
7893048	6.993
7893049	2.955
7893050	7.529
7893051	3.553
7893052	3.542
7893053	4.183
7893055	7.291
7893056	4.797
7893057	2.411
7893058	8.053
7893059	4.245
7893060	5.569
7893061	9.089
7893062	4.823
7893063	4.836
7893064	7.365
7893065	3.484
7893066	2.333
7893067	7.723
7893068	4.905
7893069	5.907
7893070	10.239
7893071	5.362
7893072	5.097
7893073	8.975
7893074	5.617
7893075	6.184
7893076	3.666
7893077	12.175
7893078	2.406
7893079	8.239
7893080	4.673
7893081	10.571
7893082	4.098
7893083	4.414
7893084	8.672
7893085	9.657
7893086	9.009
7893087	9.170
7893088	4.791
7893089	5.699
7893090	9.603
7893091	7.468
7893092	4.074
7893093	4.330
7893094	9.310
7893095	3.646
7893096	8.866
7893097	9.208
7893098	7.162
7893099	7.530
7893100	3.827
7893101	12.003
7893102	5.293
7893103	11.504
7893104	9.074
7893105	9.084
7893106	6.205
7893107	2.693
7893108	2.260
7893109	4.322
7893110	5.608
7893111	9.462
7893112	4.797
7893113	7.336
7893114	4.277
7893115	3.019
7893116	8.487
7893117	2.448
7893118	6.202
7893119	5.624
7893120	5.150
7893121	9.247
7893122	6.095
7893123	7.847
7893124	3.747
7893125	5.475
7893126	3.405
7893127	4.210
7893128	4.302
7893129	4.574
7893130	10.031
7893131	9.533
7893132	4.447
7893133	11.228
7893134	6.604
7893135	2.319
7893136	2.938
7893137	4.353
7893138	12.045
7893139	11.663
7893140	10.109
7893141	7.727
7893142	7.073
7893143	4.181
7893144	2.880
7893145	4.177
7893146	3.631
7893147	12.140
7893148	8.197
7893149	3.718
7893150	8.694
7893151	5.490
7893152	9.789
7893153	10.382
7893154	6.580
7893155	5.998
7893156	4.699
7893157	2.540
7893158	5.423
7893159	5.987
7893160	8.983
7893161	2.445
