ID_REF	VALUE
7892501	2.875
7892502	3.377
7892503	2.603
7892504	8.540
7892505	2.617
7892506	2.627
7892507	4.643
7892508	5.535
7892509	10.451
7892510	3.999
7892511	3.868
7892512	5.121
7892513	3.242
7892514	9.824
7892515	9.109
7892516	2.663
7892517	7.214
7892518	2.878
7892519	3.612
7892520	7.760
7892521	7.875
7892522	5.473
7892524	5.727
7892525	4.214
7892526	4.829
7892527	6.767
7892528	2.456
7892529	4.822
7892530	6.910
7892531	5.403
7892532	4.109
7892533	6.814
7892534	5.665
7892535	5.591
7892536	9.054
7892537	3.181
7892538	4.535
7892539	4.911
7892540	4.609
7892541	9.130
7892542	7.766
7892543	5.037
7892544	4.395
7892545	4.097
7892547	3.638
7892548	7.534
7892549	5.655
7892550	5.594
7892551	9.673
7892552	3.928
7892553	3.688
7892554	3.303
7892555	7.409
7892556	11.769
7892557	2.437
7892558	4.147
7892559	5.512
7892560	2.822
7892561	9.331
7892562	6.671
7892563	5.802
7892564	9.753
7892565	6.284
7892566	4.353
7892567	4.076
7892568	9.837
7892569	8.279
7892570	5.823
7892571	2.429
7892572	6.295
7892573	5.038
7892574	9.395
7892575	6.201
7892576	4.182
7892577	2.708
7892578	2.895
7892579	7.819
7892580	2.898
7892581	3.748
7892582	2.816
7892583	3.379
7892584	4.933
7892585	4.168
7892586	2.795
7892587	4.655
7892588	2.171
7892589	6.293
7892590	2.644
7892591	2.515
7892592	4.943
7892593	3.218
7892594	3.196
7892595	3.431
7892596	3.566
7892597	3.983
7892598	9.726
7892599	8.811
7892600	2.224
7892601	3.665
7892602	2.721
7892603	3.592
7892604	4.427
7892605	7.680
7892606	10.556
7892608	6.669
7892609	4.500
7892610	4.687
7892611	2.280
7892612	2.385
7892613	8.927
7892614	3.190
7892615	3.779
7892616	1.987
7892617	12.210
7892618	6.136
7892619	3.037
7892620	11.705
7892621	11.320
7892622	9.268
7892623	9.246
7892624	3.275
7892625	5.421
7892626	2.683
7892627	5.896
7892628	6.360
7892629	4.368
7892630	9.091
7892631	1.975
7892632	4.316
7892633	7.337
7892634	7.517
7892635	6.237
7892636	8.368
7892637	6.162
7892638	2.074
7892639	8.803
7892640	11.217
7892641	4.905
7892642	7.417
7892643	7.080
7892644	7.138
7892645	2.660
7892646	2.057
7892647	5.637
7892648	8.819
7892649	3.797
7892650	11.127
7892651	2.849
7892652	11.663
7892653	2.697
7892654	9.523
7892655	2.164
7892656	3.130
7892657	2.054
7892658	2.606
7892659	2.779
7892660	1.800
7892661	9.439
7892662	8.813
7892663	10.712
7892664	5.568
7892665	5.363
7892666	2.729
7892667	7.058
7892668	9.524
7892669	5.780
7892670	6.448
7892671	4.713
7892672	4.324
7892673	4.774
7892674	6.713
7892675	6.208
7892676	2.766
7892677	9.590
7892678	6.607
7892679	4.521
7892680	8.033
7892681	6.427
7892682	3.068
7892683	4.311
7892684	8.839
7892685	4.647
7892686	5.640
7892687	4.166
7892688	8.715
7892689	3.498
7892690	2.976
7892691	2.682
7892692	6.593
7892693	6.370
7892694	6.957
7892695	5.214
7892696	4.899
7892697	5.667
7892698	2.102
7892699	5.446
7892700	4.705
7892701	11.237
7892702	3.707
7892703	6.505
7892704	12.096
7892705	7.128
7892706	7.214
7892707	8.618
7892708	4.548
7892709	2.042
7892710	3.033
7892711	5.183
7892712	7.936
7892713	9.411
7892714	2.548
7892715	2.809
7892716	4.433
7892717	4.476
7892718	3.684
7892719	7.963
7892720	5.749
7892721	6.929
7892722	2.012
7892723	2.911
7892724	4.744
7892725	2.784
7892726	3.476
7892727	3.251
7892728	3.443
7892729	4.838
7892730	2.939
7892731	5.411
7892732	3.782
7892733	2.740
7892734	5.653
7892735	3.590
7892736	4.685
7892737	3.764
7892738	6.953
7892739	5.150
7892740	4.350
7892741	7.080
7892742	8.257
7892743	2.407
7892744	7.572
7892745	6.761
7892746	2.691
7892747	6.475
7892748	8.312
7892749	6.242
7892750	4.460
7892751	6.821
7892752	2.655
7892753	12.172
7892754	3.812
7892755	3.834
7892756	2.094
7892757	7.008
7892758	5.032
7892759	5.959
7892760	4.457
7892761	4.674
7892762	11.225
7892763	7.035
7892764	9.914
7892765	7.876
7892766	10.059
7892767	2.465
7892768	2.477
7892769	2.615
7892770	10.050
7892771	8.547
7892772	4.351
7892773	6.735
7892774	7.099
7892775	5.779
7892776	9.005
7892777	4.160
7892778	5.715
7892779	4.316
7892780	4.832
7892781	3.672
7892782	10.445
7892783	8.627
7892784	3.837
7892785	4.409
7892786	7.788
7892787	3.534
7892788	9.835
7892789	4.500
7892790	2.404
7892791	9.600
7892792	6.113
7892793	4.251
7892794	3.579
7892795	4.908
7892796	12.239
7892797	5.755
7892798	4.075
7892799	3.123
