ID_REF	VALUE
7892501	2.736
7892502	3.558
7892503	3.176
7892504	8.572
7892505	2.496
7892506	2.850
7892507	4.670
7892508	5.885
7892509	10.931
7892510	4.434
7892511	3.915
7892512	3.943
7892513	3.039
7892514	9.260
7892515	8.799
7892516	2.202
7892517	6.408
7892518	2.863
7892519	3.357
7892520	8.052
7892521	7.611
7892522	5.743
7892524	4.812
7892525	4.361
7892526	4.951
7892527	6.364
7892528	2.401
7892529	4.959
7892530	6.670
7892531	5.909
7892532	3.492
7892533	8.138
7892534	6.207
7892535	5.676
7892536	9.561
7892537	2.931
7892538	5.127
7892539	4.725
7892540	4.757
7892541	9.582
7892542	8.268
7892543	4.662
7892544	3.834
7892545	4.459
7892547	3.487
7892548	7.220
7892549	5.357
7892550	5.549
7892551	9.683
7892552	3.587
7892553	4.357
7892554	3.139
7892555	7.272
7892556	11.707
7892557	2.628
7892558	4.025
7892559	5.183
7892560	3.507
7892561	9.068
7892562	6.815
7892563	5.301
7892564	10.195
7892565	5.625
7892566	3.245
7892567	5.023
7892568	10.315
7892569	7.970
7892570	4.854
7892571	2.719
7892572	7.324
7892573	3.588
7892574	9.632
7892575	5.930
7892576	3.532
7892577	2.540
7892578	3.994
7892579	8.490
7892580	2.874
7892581	3.346
7892582	3.340
7892583	3.772
7892584	4.932
7892585	3.598
7892586	2.614
7892587	3.274
7892588	2.223
7892589	5.031
7892590	2.571
7892591	2.604
7892592	4.976
7892593	3.055
7892594	2.927
7892595	4.100
7892596	3.916
7892597	3.998
7892598	9.786
7892599	9.348
7892600	2.183
7892601	3.764
7892602	2.992
7892603	2.836
7892604	3.565
7892605	7.954
7892606	10.792
7892608	7.413
7892609	4.237
7892610	6.447
7892611	2.072
7892612	2.944
7892613	8.661
7892614	2.615
7892615	3.515
7892616	1.829
7892617	12.130
7892618	6.147
7892619	3.165
7892620	11.549
7892621	11.454
7892622	9.676
7892623	9.533
7892624	2.870
7892625	4.756
7892626	3.562
7892627	5.981
7892628	7.191
7892629	3.390
7892630	8.788
7892631	2.058
7892632	4.029
7892633	7.330
7892634	7.785
7892635	6.315
7892636	8.161
7892637	6.083
7892638	2.041
7892639	8.332
7892640	11.495
7892641	4.485
7892642	7.549
7892643	7.220
7892644	7.117
7892645	2.575
7892646	2.000
7892647	5.886
7892648	8.580
7892649	3.568
7892650	11.116
7892651	2.741
7892652	11.511
7892653	2.498
7892654	9.157
7892655	2.245
7892656	2.554
7892657	2.009
7892658	2.164
7892659	3.648
7892660	1.931
7892661	9.276
7892662	8.130
7892663	10.669
7892664	4.968
7892665	4.873
7892666	2.231
7892667	6.590
7892668	9.373
7892669	5.607
7892670	6.936
7892671	4.278
7892672	5.473
7892673	4.270
7892674	7.445
7892675	5.478
7892676	3.142
7892677	9.514
7892678	6.780
7892679	4.328
7892680	8.151
7892681	6.311
7892682	2.887
7892683	4.145
7892684	9.103
7892685	3.656
7892686	5.963
7892687	4.434
7892688	8.205
7892689	3.093
7892690	2.712
7892691	2.557
7892692	6.986
7892693	5.996
7892694	7.427
7892695	5.077
7892696	4.497
7892697	6.326
7892698	2.119
7892699	5.202
7892700	4.800
7892701	11.215
7892702	3.649
7892703	6.557
7892704	11.640
7892705	6.971
7892706	6.603
7892707	8.226
7892708	4.697
7892709	2.097
7892710	2.593
7892711	4.441
7892712	7.807
7892713	9.448
7892714	3.079
7892715	2.696
7892716	4.024
7892717	4.380
7892718	3.885
7892719	8.017
7892720	6.183
7892721	6.526
7892722	1.881
7892723	2.684
7892724	4.370
7892725	2.564
7892726	3.750
7892727	3.098
7892728	3.775
7892729	4.031
7892730	3.155
7892731	5.715
7892732	5.666
7892733	2.468
7892734	5.077
7892735	3.225
7892736	3.672
7892737	3.082
7892738	7.186
7892739	4.463
7892740	2.532
7892741	6.726
7892742	8.324
7892743	2.303
7892744	7.565
7892745	6.969
7892746	2.497
7892747	6.347
7892748	7.945
7892749	5.212
7892750	4.027
7892751	6.525
7892752	2.717
7892753	12.351
7892754	4.136
7892755	2.550
7892756	2.123
7892757	7.160
7892758	3.592
7892759	5.294
7892760	3.681
7892761	4.349
7892762	11.194
7892763	6.971
7892764	10.328
7892765	8.086
7892766	10.027
7892767	3.051
7892768	2.445
7892769	2.125
7892770	10.892
7892771	8.802
7892772	3.834
7892773	6.678
7892774	5.842
7892775	6.071
7892776	9.544
7892777	3.959
7892778	5.672
7892779	4.389
7892780	4.442
7892781	3.700
7892782	10.671
7892783	8.296
7892784	4.011
7892785	2.862
7892786	8.000
7892787	3.937
7892788	9.843
7892789	4.177
7892790	2.552
7892791	10.207
7892792	5.069
7892793	4.016
7892794	4.273
7892795	4.851
7892796	12.490
7892797	6.274
7892798	4.284
7892799	2.808
7892800	2.487
7892801	3.005
7892802	8.644
7892803	10.957
7892804	4.150
7892805	3.223
7892806	2.057
7892807	5.204
7892808	8.448
7892809	3.559
7892810	3.904
7892811	3.146
7892812	5.097
7892813	2.934
7892814	8.689
7892815	2.470
7892816	7.846
7892817	12.208
7892818	2.240
7892819	3.810
7892820	8.488
