ID_REF	VALUE
7892501	2.387
7892502	3.786
7892503	3.092
7892504	9.517
7892505	2.318
7892506	2.622
7892507	3.584
7892508	5.705
7892509	10.110
7892510	3.705
7892511	4.147
7892512	4.729
7892513	2.475
7892514	9.966
7892515	9.014
7892516	2.381
7892517	6.957
7892518	3.138
7892519	3.278
7892520	8.457
7892521	7.852
7892522	6.795
7892524	6.263
7892525	5.104
7892526	4.842
7892527	7.098
7892528	2.287
7892529	5.163
7892530	6.989
7892531	6.618
7892532	3.770
7892533	8.040
7892534	6.688
7892535	6.326
7892536	10.027
7892537	3.659
7892538	4.833
7892539	4.775
7892540	5.219
7892541	9.859
7892542	7.482
7892543	5.479
7892544	3.294
7892545	4.793
7892547	3.626
7892548	7.312
7892549	5.349
7892550	5.575
7892551	10.195
7892552	4.689
7892553	4.980
7892554	3.421
7892555	7.338
7892556	11.649
7892557	3.357
7892558	3.769
7892559	4.966
7892560	3.096
7892561	9.743
7892562	7.114
7892563	6.120
7892564	8.847
7892565	5.743
7892566	3.722
7892567	4.966
7892568	10.035
7892569	8.284
7892570	5.165
7892571	2.514
7892572	6.745
7892573	3.876
7892574	9.443
7892575	5.889
7892576	3.929
7892577	2.725
7892578	4.540
7892579	8.519
7892580	2.837
7892581	4.743
7892582	3.007
7892583	2.763
7892584	5.806
7892585	3.602
7892586	3.145
7892587	4.077
7892588	2.168
7892589	6.800
7892590	3.623
7892591	2.850
7892592	5.584
7892593	3.095
7892594	2.899
7892595	3.965
7892596	3.727
7892597	4.817
7892598	9.207
7892599	8.942
7892600	2.580
7892601	4.205
7892602	2.882
7892603	2.816
7892604	3.229
7892605	8.450
7892606	10.854
7892608	7.741
7892609	3.402
7892610	4.707
7892611	2.422
7892612	2.515
7892613	9.065
7892614	3.349
7892615	3.620
7892616	1.960
7892617	12.324
7892618	5.436
7892619	3.153
7892620	11.360
7892621	11.516
7892622	9.205
7892623	9.073
7892624	3.714
7892625	5.639
7892626	2.445
7892627	5.719
7892628	7.142
7892629	3.676
7892630	9.536
7892631	1.938
7892632	4.292
7892633	8.325
7892634	8.015
7892635	6.594
7892636	8.645
7892637	6.475
7892638	2.340
7892639	8.141
7892640	11.456
7892641	4.835
7892642	8.230
7892643	7.340
7892644	7.644
7892645	2.455
7892646	2.001
7892647	6.497
7892648	9.276
7892649	4.743
7892650	11.582
7892651	2.474
7892652	10.722
7892653	2.294
7892654	10.001
7892655	2.208
7892656	2.720
7892657	2.002
7892658	2.387
7892659	3.415
7892660	2.154
7892661	9.214
7892662	8.809
7892663	10.820
7892664	6.210
7892665	5.637
7892666	2.869
7892667	6.727
7892668	10.605
7892669	6.054
7892670	6.754
7892671	5.693
7892672	4.940
7892673	5.801
7892674	5.921
7892675	6.464
7892676	2.811
7892677	9.732
7892678	6.593
7892679	4.959
7892680	8.035
7892681	7.579
7892682	2.601
7892683	4.113
7892684	9.583
7892685	4.688
7892686	6.015
7892687	3.992
7892688	7.988
7892689	3.389
7892690	3.750
7892691	2.307
7892692	7.681
7892693	6.343
7892694	6.393
7892695	5.470
7892696	4.959
7892697	5.453
7892698	2.108
7892699	4.959
7892700	4.513
7892701	10.727
7892702	3.737
7892703	6.574
7892704	12.168
7892705	7.395
7892706	7.798
